Player,Nation,Squad,Age,Born,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Position_2,Position,League
Umar Sadiq,NGA,Real Sociedad,26,1997,12.0,192,176,16,0,0,1,12,0,0,0,0,0,131,0,10,,Forward,La Liga
Alexis Saelemaekers,BEL,Bologna,24,1999,21.0,1008,908,92,25,5,8,86,14,50,27,21,0,786,8,36,Midfielder,Forward,Serie A
Pablo Saenz,,Granada,,0,0.2,7,7,0,0,0,0,1,0,0,0,0,0,5,0,1,,Midfielder,La Liga
Modibo Sagnan,MLI,Montpellier,24,1999,11.7,517,500,15,10,0,5,1,2,0,0,0,0,442,2,6,,Defender,Ligue 1
Wesley Saïd,FRA,Lens,28,1995,11.3,268,239,27,1,2,1,15,5,0,0,0,0,193,2,3,Midfielder,Forward,Ligue 1
Théo Sainte-Luce,FRA,Montpellier,24,1998,3.8,172,134,36,4,0,0,7,32,0,0,0,0,136,2,4,,Defender,Ligue 1
Bukayo Saka,ENG,Arsenal,21,2001,32.4,1512,1365,138,7,4,3,181,12,119,99,0,0,1143,9,50,,Forward,Premier League
Mamadou Sakho,FRA,Montpellier,33,1990,0.1,16,15,1,1,0,0,0,0,0,0,0,0,15,0,0,,Defender,Ligue 1
Ibrahim Salah,MAR,Rennes,21,2001,5.8,232,230,2,0,1,1,20,0,2,0,1,0,177,0,6,Midfielder,Forward,Ligue 1
Mohamed Salah,EGY,Liverpool,31,1992,28.2,1010,968,28,4,18,3,41,20,0,0,0,0,737,14,42,,Forward,Premier League
Amine Salama,FRA,Reims,23,2000,3.5,73,70,3,0,0,0,5,1,0,0,0,0,48,0,4,,Forward,Ligue 1
Kike Salas,ESP,Sevilla,21,2002,17.8,1009,951,54,23,2,4,7,31,0,0,0,0,794,4,13,,Defender,La Liga
William Saliba,FRA,Arsenal,22,2001,38.0,2851,2794,55,33,3,2,3,7,0,0,0,0,2635,2,11,,Defender,Premier League
Mohammed Salisu,GHA,Monaco,24,1999,11.5,778,751,27,19,0,0,1,7,0,0,0,0,657,0,9,,Defender,Ligue 1
Roland Sallai,HUN,Freiburg,26,1997,20.4,588,567,17,6,5,1,73,2,9,7,1,0,416,4,32,Forward,Midfielder,Bundesliga
Yoann Salmier,GUF,Le Havre,30,1992,17.4,767,679,86,25,1,2,9,59,0,0,0,0,612,2,9,,Defender,Ligue 1
Salvi,ESP,Rayo Vallecano,32,1991,0.3,12,12,0,0,0,0,0,0,0,0,0,0,10,0,0,,Midfielder,La Liga
Lazar Samardzic,SRB,Udinese,21,2002,26.4,987,809,171,58,4,20,124,18,86,39,37,0,733,7,16,,Midfielder,Serie A
Diadie Samassékou,MLI,Cádiz,27,1996,1.0,47,46,1,1,0,1,0,0,0,0,0,0,45,0,0,,Midfielder,La Liga
Diadie Samassékou,MLI,Hoffenheim,27,1996,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,Midfielder,Bundesliga
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Mama Samba Baldé,GNB,Lyon,27,1995,6.1,135,132,3,0,2,1,5,0,0,0,0,0,88,0,7,Midfielder,Forward,Ligue 1
Brice Samba,FRA,Lens,29,1994,33.0,1122,864,254,84,1,2,0,0,0,0,0,0,880,4,1,,Goalkeeper,Ligue 1
Albert Sambi Lokonga,BEL,Luton Town,23,1999,14.5,766,694,67,28,5,11,13,8,2,1,1,0,669,5,3,,Midfielder,Premier League
Junior Sambia,FRA,Salernitana,26,1996,11.5,508,419,88,8,0,1,28,75,5,1,4,0,397,1,10,Midfielder,Defender,Serie A
Fede San Emeterio,ESP,Cádiz,26,1997,1.7,52,50,1,1,0,0,1,0,0,0,0,0,43,1,1,,Midfielder,La Liga
Antonio Sanabria,PAR,Torino,27,1996,23.7,624,587,37,2,0,5,6,2,0,0,0,0,494,0,17,Midfielder,Forward,Serie A
Oihan Sancet,ESP,Athletic Club,23,2000,21.9,802,783,13,1,9,0,30,0,0,0,0,0,641,6,21,,Midfielder,La Liga
Renato Sanches,POR,Roma,25,1997,1.6,77,76,1,1,0,0,4,0,0,0,0,0,67,0,1,,Midfielder,Serie A
Ricard Sánchez,ESP,Granada,23,2000,25.5,1091,839,247,17,3,6,82,226,4,1,2,0,820,5,33,,Defender,La Liga
Alexis Sánchez,CHI,Inter,34,1988,8.5,367,335,31,6,5,6,31,0,21,10,6,0,276,1,13,Midfielder,Forward,Serie A
Antonio Sánchez,ESP,Mallorca,26,1997,16.1,545,511,25,5,1,2,36,10,2,1,1,0,378,9,34,,Midfielder,La Liga
Davinson Sánchez,COL,Tottenham,27,1996,0.9,75,73,2,1,0,0,0,1,0,0,0,0,68,0,0,,Defender,Premier League
Juanlu Sánchez,ESP,Sevilla,19,2003,13.1,730,605,125,8,0,1,61,117,0,0,0,0,577,0,24,,Defender,La Liga
Manu Sánchez,ESP,Celta Vigo,22,2000,19.7,866,678,186,13,0,1,57,169,4,3,1,0,656,2,38,Midfielder,Defender,La Liga
Robert Sánchez,ESP,Chelsea,25,1997,15.9,609,487,120,29,0,2,0,0,0,0,0,0,500,2,0,,Goalkeeper,Premier League
Jadon Sancho,ENG,Manchester Utd,23,2000,0.9,43,41,1,0,0,0,1,0,1,0,0,0,34,1,0,Midfielder,Forward,Premier League
Jadon Sancho,ENG,Dortmund,23,2000,10.5,512,481,28,3,3,1,29,11,13,7,5,0,414,3,13,Midfielder,Forward,Bundesliga
Alex Sandro,BRA,Juventus,32,1991,8.0,555,474,79,11,0,2,5,59,0,0,0,0,479,2,4,,Defender,Serie A
Ibou Sané,SEN,Metz,18,2005,1.4,46,40,6,0,0,0,4,3,1,0,1,0,37,0,2,Forward,Midfielder,Ligue 1
Leroy Sané,GER,Bayern Munich,27,1996,23.7,1098,987,106,14,8,6,86,11,63,29,26,0,878,5,31,,Forward,Bundesliga
Sadibou Sané,SEN,Metz,19,2004,9.4,317,290,27,4,0,1,8,23,0,0,0,0,254,0,3,,Defender,Ligue 1
Arouna Sangante,SEN,Le Havre,21,2002,29.9,1521,1315,202,61,0,13,15,139,0,0,0,0,1233,4,29,,Defender,Ligue 1
Ibrahim Sangaré,CIV,Nott'ham Forest,25,1997,11.5,425,414,8,7,3,6,2,1,0,0,0,0,339,3,16,,Midfielder,Premier League
Morgan Sanson,FRA,Nice,28,1994,21.8,836,735,94,27,4,4,114,3,64,20,35,0,630,7,24,,Midfielder,Ligue 1
Nicola Sansone,ITA,Lecce,31,1991,8.5,277,253,22,6,1,5,28,0,16,8,7,0,207,2,5,Midfielder,Forward,Serie A
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Baptiste Santamaria,FRA,Rennes,28,1995,21.4,1207,1175,30,30,2,10,0,0,0,0,0,0,1055,2,14,,Midfielder,Ligue 1
Jesús Santiago,ESP,Getafe,19,2004,7.3,189,184,4,3,0,1,4,0,1,0,0,0,144,1,8,,Midfielder,La Liga
Andrey Santos,BRA,Nott'ham Forest,19,2004,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,,Midfielder,Premier League
Andrey Santos,BRA,Strasbourg,19,2004,9.2,511,488,22,10,2,1,3,0,0,0,0,0,444,1,8,,Midfielder,Ligue 1
Tiago santos,POR,Lille,21,2002,26.3,1396,1129,266,58,1,9,83,208,0,0,0,0,1113,1,30,,Defender,Ligue 1
Paco Sanz,ESP,Almería,18,2004,0.3,10,10,0,0,0,0,0,0,0,0,0,0,7,0,0,,Defender,La Liga
Riccardo Saponara,ITA,Hellas Verona,31,1991,3.8,124,118,4,3,1,2,8,1,0,0,0,0,87,2,8,Midfielder,Forward,Serie A
Pablo Sarabia,ESP,Wolves,31,1992,19.4,976,837,130,34,9,7,131,7,71,37,19,10,684,9,44,Forward,Midfielder,Premier League
Amin Sarr,SWE,Lyon,22,2001,1.1,20,18,2,0,0,0,1,0,0,0,0,0,13,0,1,Midfielder,Forward,Ligue 1
Amin Sarr,SWE,Wolfsburg,22,2001,4.3,130,123,6,1,0,0,1,1,1,0,0,0,95,1,9,Midfielder,Forward,Bundesliga
Bouna Sarr,SEN,Bayern Munich,31,1992,1.2,104,92,12,1,0,0,1,11,0,0,0,0,92,0,1,,Defender,Bundesliga
Ismaila Sarr,SEN,Marseille,25,1998,16.1,483,476,6,0,0,3,38,4,0,0,0,0,366,1,14,Midfielder,Forward,Ligue 1
Mamadou Sarr,FRA,Lyon,17,2005,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,,Defender,Ligue 1
Martin Satriano,URU,Brest,22,2001,20.7,456,447,8,2,1,10,11,6,0,0,0,0,325,1,11,,Forward,Ligue 1
Téji Savanier,FRA,Montpellier,31,1991,30.7,1888,1549,322,137,10,47,231,13,125,32,83,0,1306,17,31,,Midfielder,Ligue 1
Stefan Savić,MNE,Atlético Madrid,32,1991,18.1,989,941,40,33,3,8,3,7,0,0,0,0,820,8,7,,Defender,La Liga
Sávio,BRA,Girona,19,2004,33.1,1064,1042,17,2,1,9,120,11,4,3,0,0,812,5,42,Midfielder,Forward,La Liga
Zanos Savva,CYP,Torino,17,2005,0.3,11,10,1,0,0,0,0,1,0,0,0,0,5,0,0,Midfielder,Defender,Serie A
Saba Sazonov,GEO,Torino,21,2002,4.0,187,184,3,1,0,1,0,2,0,0,0,0,163,0,1,,Defender,Serie A
Joe Scally,USA,Gladbach,20,2002,24.8,1312,1083,228,21,0,9,46,207,0,0,0,0,1052,1,42,,Defender,Bundesliga
Giorgio Scalvini,ITA,Atalanta,19,2003,28.3,1564,1500,57,33,1,10,5,24,0,0,0,0,1272,7,23,,Defender,Serie A
Gianluca Scamacca,ITA,Atalanta,24,1999,16.1,434,420,9,1,4,16,6,0,0,0,0,0,293,5,18,,Forward,Serie A
Dane Scarlett,ENG,Tottenham,19,2004,0.2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,,Forward,Premier League
Kevin Schade,GER,Brentford,21,2001,3.7,95,93,0,0,1,0,5,0,0,0,0,0,58,2,4,Midfielder,Forward,Premier League
András Schäfer,HUN,Union Berlin,24,1999,13.5,557,528,27,2,2,2,18,17,5,0,1,0,418,2,17,,Midfielder,Bundesliga
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Fabian Schär,SUI,Newcastle Utd,31,1991,33.9,2128,2044,76,67,6,41,8,6,0,0,0,0,1762,8,15,,Defender,Premier League
Patrik Schick,CZE,Leverkusen,27,1996,11.8,231,220,11,0,1,1,1,2,0,0,0,0,184,0,5,,Forward,Bundesliga
Stefan Schimmer,GER,Heidenheim,29,1994,1.7,45,44,1,0,0,0,2,0,0,0,0,0,22,0,3,Forward,Midfielder,Bundesliga
Xaver Schlager,AUT,RB Leipzig,25,1997,27.5,1798,1738,56,45,10,15,14,11,0,0,0,0,1587,4,20,,Midfielder,Bundesliga
Keven Schlotterbeck,GER,Bochum,26,1997,24.3,1027,970,51,18,0,2,12,5,0,0,0,0,802,6,5,,Defender,Bundesliga
Nico Schlotterbeck,GER,Dortmund,23,1999,31.8,2681,2540,136,72,4,42,8,11,0,0,0,0,2381,5,23,,Defender,Bundesliga
Jeffrey Schlupp,GHA,Crystal Palace,30,1992,15.0,334,329,4,2,0,0,10,0,0,0,0,0,247,1,10,Midfielder,Forward,Premier League
Romano Schmid,AUT,Werder Bremen,23,2000,28.9,1211,1176,29,11,12,5,62,6,9,3,5,0,941,6,29,Forward,Midfielder,Bundesliga
Kenneth Schmidt,GER,Freiburg,21,2002,0.8,48,41,7,1,0,0,2,6,0,0,0,0,43,0,1,,Defender,Bundesliga
Niklas Schmidt,GER,Toulouse,25,1998,14.1,840,777,56,25,3,11,50,7,18,6,9,0,679,7,14,,Midfielder,Ligue 1
Benno Schmitz,GER,Köln,28,1994,12.8,709,563,142,7,0,2,40,135,0,0,0,0,502,4,27,,Defender,Bundesliga
Fabian Schnellhardt,GER,Darmstadt 98,29,1994,2.6,172,164,8,4,0,1,4,0,4,3,1,0,149,0,2,,Midfielder,Bundesliga
Jan Schöppner,GER,Heidenheim,24,1999,22.2,668,656,12,10,4,8,7,1,0,0,0,0,444,0,23,,Midfielder,Bundesliga
Marcel Schuhen,GER,Darmstadt 98,30,1993,31.0,1496,1092,401,112,0,4,0,0,0,0,0,0,1064,3,0,,Goalkeeper,Bundesliga
Perr Schuurs,NED,Torino,23,1999,8.6,406,393,12,9,0,6,2,3,0,0,0,0,359,1,4,,Defender,Serie A
Marvin Schwäbe,GER,Köln,28,1995,34.0,1305,1095,202,53,0,1,0,0,0,0,0,0,1014,8,3,,Goalkeeper,Bundesliga
Alexander Schwolow,GER,Union Berlin,31,1992,1.0,36,22,14,6,0,0,0,0,0,0,0,0,29,0,0,,Goalkeeper,Bundesliga
Alex Scott,ENG,Bournemouth,19,2003,11.3,474,429,43,10,2,4,36,4,26,22,1,0,361,2,10,,Midfielder,Premier League
Simone Scuffet,ITA,Cagliari,27,1996,31.0,928,568,359,116,0,2,0,0,0,0,0,0,614,1,0,,Goalkeeper,Serie A
Jérémy Sebas,MTQ,Strasbourg,20,2003,4.4,74,72,2,0,0,0,4,1,0,0,0,0,52,0,2,Midfielder,Forward,Ligue 1
Manuel Sebastián,ESP,Sevilla,19,2004,1.3,49,49,0,0,0,0,0,0,0,0,0,0,45,0,0,,Midfielder,La Liga
Demba Seck,SEN,Torino,22,2001,4.7,109,109,0,0,0,0,2,0,0,0,0,0,82,0,7,,Midfielder,Serie A
Demba Seck,SEN,Frosinone,22,2001,3.3,92,89,3,1,0,0,2,1,1,0,0,0,74,0,3,Midfielder,Forward,Serie A
Aleksandar Sedlar,SRB,Alavés,31,1991,10.5,405,387,17,11,0,1,0,1,0,0,0,0,343,1,1,,Defender,La Liga
Alidu Seidu,GHA,Rennes,23,2000,6.6,362,318,43,6,0,1,6,37,0,0,0,0,309,1,3,,Defender,Ligue 1
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Alidu Seidu,GHA,Clermont Foot,23,2000,12.6,756,687,65,10,0,2,4,55,0,0,0,0,623,4,7,,Defender,Ligue 1
Nicolas Seiwald,AUT,RB Leipzig,22,2001,8.0,390,377,10,7,2,3,4,0,3,2,0,0,320,3,5,,Midfielder,Bundesliga
Nikola Sekulov,ITA,Juventus,21,2002,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,,Forward,Serie A
Davie Selke,GER,Köln,28,1995,14.1,234,211,22,1,0,0,4,0,0,0,0,0,144,1,9,,Forward,Bundesliga
Matz Sels,BEL,Nott'ham Forest,31,1992,16.0,378,254,122,29,0,0,0,0,0,0,0,0,263,2,0,,Goalkeeper,Premier League
Matz Sels,BEL,Strasbourg,31,1992,19.0,619,452,166,53,0,0,0,0,0,0,0,0,452,1,0,,Goalkeeper,Ligue 1
Nélson Semedo,POR,Wolves,29,1993,34.3,1849,1571,273,25,2,9,80,248,0,0,0,0,1474,5,42,Midfielder,Defender,Premier League
Vivaldo Semedo,POR,Udinese,18,2005,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,Serie A
Antoine Semenyo,GHA,Bournemouth,23,2000,23.4,647,632,11,0,5,3,45,11,0,0,0,0,452,4,26,,Forward,Premier League
Marvin Senaya,TOG,Strasbourg,22,2001,23.8,1120,903,216,31,1,3,79,184,1,0,1,0,871,1,23,Midfielder,Defender,Ligue 1
Marcos Senesi,ARG,Bournemouth,26,1997,24.9,1297,1244,47,40,4,6,25,7,0,0,0,0,1005,6,17,,Defender,Premier League
Stefano Sensi,ITA,Inter,27,1995,0.5,52,49,3,1,1,1,1,0,2,0,1,0,47,0,1,,Midfielder,Serie A
Suat Serdar,GER,Hellas Verona,26,1997,18.4,602,570,29,23,0,12,9,2,0,0,0,0,445,3,19,,Midfielder,Serie A
Benjamin Šeško,SVN,RB Leipzig,20,2003,17.0,330,316,12,0,4,0,4,1,0,0,0,0,215,2,14,,Forward,Bundesliga
Kevin Sessa,GER,Heidenheim,23,2000,11.2,450,409,40,14,2,5,20,9,7,2,1,0,331,1,19,Forward,Midfielder,Bundesliga
Aaron Seydel,GER,Darmstadt 98,27,1996,6.9,190,176,12,0,0,0,1,2,0,0,0,0,110,2,7,,Forward,Bundesliga
Andres Sfait,ROU,Salernitana,18,2004,0.3,6,5,1,0,0,0,1,1,0,0,0,0,4,0,1,Midfielder,Defender,Serie A
Stephan El Shaarawy,ITA,Roma,30,1992,19.3,662,617,42,1,2,9,17,39,1,1,0,0,545,3,17,Defender,Forward,Serie A
Luke Shaw,ENG,Manchester Utd,28,1995,10.7,648,540,106,17,2,3,33,62,19,3,12,0,531,2,10,,Defender,Premier League
James Shea,ENG,Luton Town,32,1991,0.2,9,5,4,1,0,0,0,0,0,0,0,0,6,0,0,,Goalkeeper,Premier League
Eldor Shomurodov,UZB,Cagliari,28,1995,10.4,230,212,17,0,2,1,7,2,0,0,0,0,153,1,7,Midfielder,Forward,Serie A
Steven Shpendi,ALB,Empoli,20,2003,4.6,76,64,11,1,0,0,0,1,0,0,0,0,57,1,4,Midfielder,Forward,Serie A
Sofiane Sidi Ali,FRA,Marseille,28,1995,0.2,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,,Midfielder,Ligue 1
Vincent Sierro,SUI,Toulouse,27,1995,25.1,1316,1146,166,59,4,13,111,6,81,30,44,0,1020,4,28,,Midfielder,Ligue 1
Tim Siersleben,GER,Heidenheim,23,2000,10.1,559,545,13,10,0,9,1,3,0,0,0,0,456,1,5,,Defender,Bundesliga
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Kiliann Sildillia,FRA,Freiburg,21,2002,20.1,1167,973,192,17,1,4,37,170,0,0,0,0,847,2,32,,Defender,Bundesliga
André Silva,POR,Real Sociedad,27,1995,8.1,165,143,20,0,1,0,0,3,0,0,0,0,134,2,8,,Forward,La Liga
Bernardo Silva,POR,Manchester City,28,1994,28.6,1936,1831,99,40,2,7,83,23,21,10,0,0,1671,6,37,Forward,Midfielder,Premier League
Caio Henrique Oliveira Silva,BRA,Monaco,26,1997,6.9,464,369,94,15,2,0,36,56,23,4,13,0,376,1,13,,Defender,Ligue 1
Fábio Silva,POR,Wolves,21,2002,2.9,76,72,4,1,1,0,0,1,0,0,0,0,61,0,0,,Forward,Premier League
Rui Silva,POR,Betis,29,1994,27.5,958,671,284,101,0,0,0,0,0,0,0,0,669,3,0,,Goalkeeper,La Liga
Thiago Silva,BRA,Chelsea,38,1984,28.1,2287,2198,88,60,0,9,4,3,0,0,0,0,2166,1,6,,Defender,Premier League
Marco Silvestri,ITA,Udinese,32,1991,17.0,451,301,149,44,0,0,0,0,0,0,0,0,324,1,0,,Goalkeeper,Serie A
Mohamed Simakan,FRA,RB Leipzig,23,2000,23.8,1573,1456,115,51,3,11,18,64,0,0,0,0,1347,2,12,,Defender,Bundesliga
Giovanni Simeone,ARG,Napoli,28,1995,8.9,187,170,15,0,2,0,6,0,0,0,0,0,132,2,4,,Forward,Serie A
Giuliano Simeone,ARG,Alavés,20,2002,7.0,169,165,4,0,1,0,14,1,1,0,0,0,114,0,8,,Forward,La Liga
Jan-Carlo Simic,SRB,Milan,18,2005,1.6,64,62,2,2,0,0,0,0,0,0,0,0,59,0,0,,Defender,Serie A
Moses Simon,NGA,Nantes,28,1995,19.9,508,472,30,4,4,4,114,6,13,3,5,0,318,6,41,Midfielder,Forward,Ligue 1
Unai Simón,ESP,Athletic Club,26,1997,35.4,1227,855,367,127,0,2,0,0,0,0,0,0,728,5,1,,Goalkeeper,La Liga
Xavi Simons,NED,RB Leipzig,20,2003,29.5,1434,1293,130,28,19,11,76,11,59,21,21,2,1137,11,42,,Midfielder,Bundesliga
Wilfried Singo,CIV,Monaco,22,2000,24.3,1490,1411,76,42,2,4,21,34,0,0,0,0,1282,3,11,,Defender,Ligue 1
Luis Sinisterra,COL,Bournemouth,24,1999,7.8,292,292,0,0,1,5,11,0,0,0,0,0,226,0,16,Midfielder,Forward,Premier League
Daley Sinkgraven,NED,Las Palmas,28,1995,4.3,276,231,45,9,0,1,5,35,1,1,0,0,237,0,3,,Defender,La Liga
Jailson Siqueira,BRA,Celta Vigo,27,1995,10.0,488,476,11,11,1,1,4,0,0,0,0,0,406,1,8,Midfielder,Defender,La Liga
Ayanda Sishuba,BEL,Lens,18,2005,0.7,14,14,0,0,0,0,0,0,0,0,0,0,12,0,0,Forward,Midfielder,Ligue 1
Ibrahima Sissoko,MLI,Strasbourg,25,1997,18.2,752,737,13,12,2,2,2,1,0,0,0,0,614,2,4,,Midfielder,Ligue 1
Moussa Sissoko,FRA,Nantes,33,1989,20.2,681,655,24,11,3,3,18,11,1,0,0,0,547,2,19,,Midfielder,Ligue 1
Antonio Sivera,ESP,Alavés,26,1996,34.0,1105,653,449,154,0,8,0,0,0,0,0,0,651,3,0,,Goalkeeper,La Liga
Tim Skarke,GER,Darmstadt 98,26,1996,26.7,855,777,77,12,1,10,94,35,11,4,6,0,622,1,32,Defender,Forward,Bundesliga
Ellyes Skhiri,TUN,Eint Frankfurt,28,1995,24.1,1287,1249,36,32,4,3,4,4,0,0,0,0,1082,2,20,,Midfielder,Bundesliga
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Oliver Skipp,ENG,Tottenham,22,2000,7.9,383,366,16,8,1,0,1,8,0,0,0,0,351,1,2,Defender,Midfielder,Premier League
Leo Skiri Østigård,NOR,Napoli,23,1999,18.1,1339,1297,37,25,0,8,2,6,0,0,0,0,1172,5,4,,Defender,Serie A
Łukasz Skorupski,POL,Bologna,32,1991,32.0,1018,773,244,56,0,1,0,0,0,0,0,0,796,1,1,,Goalkeeper,Serie A
Robert Skov,DEN,Hoffenheim,27,1996,14.0,736,587,147,24,4,2,70,98,25,12,9,0,542,2,27,Forward,Defender,Bundesliga
Milan Škriniar,SVK,Paris S-G,28,1995,18.1,1820,1773,45,30,0,4,1,5,0,0,0,0,1735,2,3,,Defender,Ligue 1
Naatan Skyttä,FIN,Toulouse,21,2002,1.3,61,59,2,0,0,0,2,0,1,1,0,0,56,0,0,Forward,Midfielder,Ligue 1
Chris Smalling,ENG,Roma,33,1989,4.3,228,224,4,4,0,2,0,0,0,0,0,0,197,0,1,,Defender,Serie A
Adam Smith,ENG,Bournemouth,32,1991,23.9,1025,793,229,14,3,1,39,215,0,0,0,0,782,3,26,,Defender,Premier League
Emile Smith Rowe,ENG,Arsenal,23,2000,3.9,213,207,6,3,0,1,1,1,1,0,0,0,188,0,2,,Midfielder,Premier League
Hrvoje Smolčić,CRO,Eint Frankfurt,22,2000,3.9,321,307,14,6,0,0,0,2,0,0,0,0,285,0,2,,Defender,Bundesliga
Cédric Soares,POR,Arsenal,31,1991,0.7,69,61,8,2,0,0,4,6,0,0,0,0,60,0,1,,Defender,Premier League
Danilo Soares,BRA,Bochum,31,1991,3.9,179,131,48,1,1,0,3,46,1,0,0,0,124,0,3,,Defender,Bundesliga
Eduard Sobol,UKR,Strasbourg,28,1995,0.3,13,11,2,0,0,0,2,2,0,0,0,0,8,0,1,,Defender,Ligue 1
Rubén Sobrino,ESP,Cádiz,31,1992,18.3,526,517,6,1,1,3,22,4,0,0,0,0,387,3,26,Forward,Midfielder,La Liga
Andrea Sodero,ITA,Empoli,18,2004,0.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,Midfielder,Serie A
Emran Soglo,ENG,Marseille,18,2005,1.2,39,38,1,0,0,0,5,1,0,0,0,0,31,0,1,Defender,Midfielder,Ligue 1
Alex Sola,ESP,Alavés,24,1999,14.0,430,364,66,4,0,1,84,41,21,3,13,0,269,0,25,Midfielder,Forward,La Liga
Alex Sola,ESP,Real Sociedad,24,1999,0.3,16,9,7,1,0,0,0,6,0,0,0,0,12,0,0,Midfielder,Defender,La Liga
Dominic Solanke,ENG,Bournemouth,25,1997,36.9,544,485,58,0,1,1,6,4,0,0,0,0,400,1,30,,Forward,Premier League
Ola Solbakken,NOR,Roma,24,1998,0.3,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0,,Forward,Serie A
Carlos Soler,ESP,Paris S-G,26,1997,12.1,782,736,44,17,4,2,23,19,6,1,1,0,670,2,18,Defender,Midfielder,Ligue 1
Jhon Solis,COL,Girona,18,2004,4.3,225,222,3,2,2,0,0,1,0,0,0,0,191,0,3,,Midfielder,La Liga
Manor Solomon,ISR,Tottenham,24,1999,2.2,90,90,0,0,1,0,5,0,0,0,0,0,78,0,1,,Forward,Premier League
Daniele Sommariva,ITA,Genoa,26,1997,0.1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,Goalkeeper,Serie A
Yann Sommer,SUI,Inter,34,1988,34.0,1236,992,242,41,0,1,0,0,0,0,0,0,1078,2,0,,Goalkeeper,Serie A
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Brandon Soppy,FRA,Torino,21,2002,2.0,92,67,25,4,0,0,3,21,0,0,0,0,68,0,7,,Defender,Serie A
David Soria,ESP,Getafe,30,1993,37.9,1295,781,508,198,0,9,0,0,0,0,0,0,687,6,0,,Goalkeeper,La Liga
Alberto Soro,ESP,Granada,24,1999,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,,Midfielder,La Liga
Alessandro Sorrentino,ITA,Monza,21,2002,6.1,193,141,52,10,0,0,0,0,0,0,0,0,148,0,0,,Goalkeeper,Serie A
Borna Sosa,CRO,Stuttgart,25,1998,0.5,43,37,6,2,0,1,12,1,3,2,1,0,27,0,2,Defender,Forward,Bundesliga
Hugo Sotelo,ESP,Celta Vigo,19,2003,8.0,589,534,52,25,0,6,29,1,26,9,10,0,516,3,4,,Midfielder,La Liga
Florian Sotoca,FRA,Lens,32,1990,28.9,1445,1361,74,11,12,8,95,55,2,0,0,0,1071,10,47,Forward,Midfielder,Ligue 1
Riccardo Sottil,ITA,Fiorentina,24,1999,12.3,421,419,2,1,1,4,46,1,0,0,0,0,331,0,17,,Forward,Serie A
Tomáš Souček,CZE,West Ham,28,1995,31.9,962,949,7,2,2,9,6,3,0,0,0,0,722,6,27,,Midfielder,Premier League
Matìas Soulé,ARG,Frosinone,20,2003,34.7,1535,1387,142,27,23,3,98,32,82,32,15,1,1197,6,33,Midfielder,Forward,Serie A
Boubakary Soumaré,FRA,Sevilla,24,1999,25.4,1232,1221,9,8,2,6,3,1,0,0,0,0,1109,2,15,,Midfielder,La Liga
Issa Soumaré,SEN,Le Havre,22,2000,2.6,62,58,3,0,0,0,2,1,0,0,0,0,33,1,6,Midfielder,Forward,Ligue 1
Vinicius Souza,BRA,Sheffield Utd,24,1999,29.6,994,978,13,10,0,8,10,2,0,0,0,0,790,3,30,,Midfielder,Premier League
Djibril Sow,SUI,Sevilla,26,1997,16.2,682,664,16,12,0,5,5,1,1,0,1,0,582,2,14,,Midfielder,La Liga
Saidou Sow,GUI,Strasbourg,21,2002,8.0,353,338,15,14,2,2,0,1,0,0,0,0,301,0,3,,Defender,Ligue 1
