Player,Nation,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Position_2,Position,League
Sofiane Diop,FRA,Nice,23,2000,5.5,8,6,3,4,1,4,10,40.0,6,4,0,4,3,11,3,0,,Forward,Ligue 1
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Andy Diouf,FRA,Lens,20,2003,14.6,28,19,12,11,5,14,22,63.6,8,13,3,10,3,31,5,1,,Midfielder,Ligue 1
Yehvann Diouf,FRA,Reims,23,1999,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,19,3,,Goalkeeper,Ligue 1
Axel Disasi,FRA,Chelsea,25,1998,28.7,33,19,20,10,3,23,30,76.7,7,26,19,7,18,51,102,2,,Defender,Premier League
Tiago Djaló,POR,Juventus,23,2000,0.2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,Defender,Serie A
Chaim El Djebali,TUN,Lyon,19,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Midfielder,Ligue 1
Djené,TOG,Getafe,31,1991,27.6,34,19,18,13,3,15,26,57.7,11,31,15,16,23,57,70,0,Midfielder,Defender,La Liga
Koffi Djidji,CIV,Torino,30,1992,8.4,14,9,9,5,0,3,4,75.0,1,10,5,5,10,24,20,0,,Defender,Serie A
Berat Djimsiti,ALB,Atalanta,30,1993,31.5,42,24,29,12,1,19,31,61.3,12,53,33,20,57,99,100,0,,Defender,Serie A
Marko Dmitrović,SRB,Sevilla,31,1992,13.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,5,0,,Goalkeeper,La Liga
Ben Doak,SCO,Liverpool,17,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,Premier League
Ritsu Doan,JPN,Freiburg,25,1998,25.0,50,27,21,19,10,21,36,58.3,15,30,3,27,9,59,29,0,Midfielder,Defender,Bundesliga
Lewis Dobbin,ENG,Everton,20,2003,2.6,9,7,3,5,1,5,9,55.6,4,5,1,4,1,10,0,0,,Midfielder,Premier League
Dodô,BRA,Fiorentina,24,1998,5.8,5,3,1,4,0,2,5,40.0,3,2,0,2,5,10,11,0,,Defender,Serie A
Danilho Doekhi,NED,Union Berlin,25,1998,24.0,34,23,18,16,0,15,21,71.4,6,46,25,21,38,72,111,1,,Defender,Bundesliga
Matt Doherty,IRL,Wolves,31,1992,12.8,31,18,17,10,4,12,23,52.2,11,15,5,10,7,38,47,0,Midfielder,Defender,Premier League
Josh Doig,SCO,Hellas Verona,21,2002,9.2,16,9,9,7,0,13,17,76.5,4,12,3,9,4,20,17,1,,Defender,Serie A
Josh Doig,SCO,Sassuolo,21,2002,14.9,25,17,16,9,0,15,27,55.6,12,31,10,21,16,41,38,0,,Defender,Serie A
Jeremy Doku,BEL,Manchester City,21,2002,17.7,39,22,13,12,14,9,20,45.0,11,14,0,14,9,48,5,0,Midfielder,Forward,Premier League
Jeremy Doku,BEL,Rennes,21,2002,1.2,2,2,1,0,1,1,1,100.0,0,0,0,0,0,2,0,0,,Forward,Ligue 1
Jaume Doménech,ESP,Valencia,32,1990,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Goalkeeper,La Liga
Carlos Dominguez,ESP,Celta Vigo,22,2001,17.6,33,21,17,9,7,23,37,62.2,14,24,12,12,22,55,78,0,,Defender,La Liga
Mario Dominguez,ESP,Valencia,19,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,La Liga
Nicolás Domínguez,ARG,Nott'ham Forest,25,1998,16.6,63,34,35,27,1,23,48,47.9,25,31,5,26,18,81,24,0,Forward,Midfielder,Premier League
Nicolás Domínguez,ARG,Bologna,25,1998,1.1,1,0,1,0,0,0,2,0.0,2,3,0,3,0,1,2,0,,Midfielder,Serie A
Giulio Donati,ITA,Monza,33,1990,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,Defender,Serie A
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Jamie Donley,ENG,Tottenham,18,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,Forward,Premier League
Gianluigi Donnarumma,ITA,Paris S-G,24,1999,24.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,4,,Goalkeeper,Ligue 1
Patrick Dorgu,DEN,Lecce,18,2004,17.4,43,22,22,17,4,22,34,64.7,12,16,5,11,9,52,45,2,Midfielder,Defender,Serie A
Niklas Dorsch,GER,Augsburg,25,1998,15.4,35,24,13,21,1,13,33,39.4,20,15,9,6,16,51,27,0,,Midfielder,Bundesliga
Alberto Dossena,ITA,Cagliari,24,1998,33.1,55,35,43,12,0,32,48,66.7,16,50,27,23,45,100,172,2,,Defender,Serie A
Carlos Dotor,ESP,Celta Vigo,22,2001,7.9,14,7,3,8,3,4,13,30.8,9,12,2,10,4,18,4,0,,Midfielder,La Liga
Abdoulaye Doucouré,MLI,Everton,30,1993,29.2,43,27,20,14,9,18,46,39.1,28,23,3,20,15,58,19,0,Midfielder,Forward,Premier League
Cheick Doucouré,MLI,Crystal Palace,23,2000,10.2,34,17,15,13,6,18,30,60.0,12,13,2,11,20,54,12,0,,Midfielder,Premier League
Siriné Doucouré,MLI,Lorient,21,2002,4.7,8,6,0,4,4,3,3,100.0,0,4,0,4,1,9,6,0,,Forward,Ligue 1
Désiré Doué,FRA,Rennes,18,2005,18.1,32,18,11,14,7,10,33,30.3,23,30,1,29,14,46,8,0,Forward,Midfielder,Ligue 1
Guela Doué,CIV,Rennes,20,2002,13.7,28,21,14,12,2,22,32,68.8,10,12,1,11,15,43,65,1,,Defender,Ligue 1
Alfie Doughty,ENG,Luton Town,23,1999,32.5,63,40,29,18,16,37,82,45.1,45,51,9,42,31,94,43,4,,Defender,Premier League
Douglas,BRA,Nantes,26,1997,19.7,70,42,34,30,6,30,59,50.8,29,22,8,14,26,96,30,0,,Midfielder,Ligue 1
Ismaël Doukouré,FRA,Strasbourg,20,2003,18.4,23,16,7,14,2,13,21,61.9,8,19,7,12,19,42,29,2,Defender,Midfielder,Ligue 1
Kamory Doumbia,MLI,Brest,20,2003,9.8,28,18,8,10,10,10,29,34.5,19,14,0,14,9,37,6,0,,Midfielder,Ligue 1
Anastasios Douvikas,GRE,Celta Vigo,23,1999,10.1,15,7,2,6,7,3,8,37.5,5,6,3,3,2,17,9,0,,Forward,La Liga
Artem Dovbyk,UKR,Girona,26,1997,28.7,4,3,2,1,1,0,2,0.0,2,8,1,7,0,4,17,0,,Forward,La Liga
Nikola Dovedan,AUT,Heidenheim,29,1994,7.3,14,9,2,10,2,5,25,20.0,20,9,0,9,1,15,3,0,Forward,Midfielder,Bundesliga
Damion Downs,GER,Köln,19,2004,2.0,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,1,0,Midfielder,Forward,Bundesliga
Tommy Doyle,ENG,Wolves,21,2001,13.6,26,13,11,10,5,14,23,60.9,9,22,9,13,12,38,18,0,,Midfielder,Premier League
Radu Drăgușin,ROU,Tottenham,21,2002,4.8,5,3,5,0,0,3,3,100.0,0,5,4,1,8,13,19,0,,Defender,Premier League
Radu Drăgușin,ROU,Genoa,21,2002,19.0,16,11,9,6,1,8,9,88.9,1,18,12,6,21,37,87,3,,Defender,Serie A
Dion Drena Beljo,CRO,Augsburg,21,2002,6.5,0,0,0,0,0,0,2,0.0,2,8,1,7,1,1,4,0,Midfielder,Forward,Bundesliga
Tim Drexler,GER,Hoffenheim,18,2005,6.4,16,9,12,4,0,8,17,47.1,9,12,8,4,8,24,14,0,,Defender,Bundesliga
Domingos Duarte,POR,Getafe,28,1995,10.1,7,4,6,0,1,5,7,71.4,2,7,5,2,8,15,27,0,,Defender,La Liga
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Rubén Duarte,ESP,Alavés,27,1995,20.9,39,20,21,16,2,21,31,67.7,10,21,6,15,23,62,69,0,,Defender,La Liga
Martin Dúbravka,SVK,Newcastle Utd,34,1989,22.1,0,0,0,0,0,0,4,0.0,4,0,0,0,0,0,8,1,,Goalkeeper,Premier League
Marvin Ducksch,GER,Werder Bremen,29,1994,30.0,8,3,4,3,1,6,14,42.9,8,2,0,2,4,12,25,0,,Forward,Bundesliga
Ondrej Duda,SVK,Hellas Verona,28,1994,27.3,59,39,17,35,7,31,52,59.6,21,29,12,17,26,85,21,0,,Midfielder,Serie A
Denzel Dumfries,NED,Inter,27,1996,18.2,22,13,9,11,2,9,23,39.1,14,15,6,9,12,34,33,1,,Defender,Serie A
Paul Dummett,WAL,Newcastle Utd,31,1991,0.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,,Defender,Premier League
Alfred Duncan,GHA,Fiorentina,30,1993,21.0,35,22,13,15,7,15,35,42.9,20,27,5,22,11,46,13,0,,Midfielder,Serie A
Lewis Dunk,ENG,Brighton,31,1991,31.9,27,14,17,9,1,13,36,36.1,23,49,37,12,31,58,90,1,,Defender,Premier League
Jhon Durán,COL,Aston Villa,19,2003,5.3,6,5,3,1,2,1,6,16.7,5,6,0,6,1,7,10,0,Midfielder,Forward,Premier League
Julien Duranville,BEL,Dortmund,17,2006,0.1,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Midfielder,Forward,Bundesliga
Hugo Duro,ESP,Valencia,23,1999,33.1,16,8,5,8,3,9,29,31.0,20,24,5,19,5,21,27,0,,Forward,La Liga
Jean-Kevin Duverne,HAI,Nantes,26,1997,15.0,37,19,16,17,4,18,44,40.9,26,17,5,12,18,55,34,0,,Defender,Ligue 1
Paulo Dybala,ARG,Roma,29,1993,21.8,22,13,3,10,9,2,18,11.1,16,12,0,12,3,25,6,1,Midfielder,Forward,Serie A
Aron Dønnum,NOR,Toulouse,25,1998,17.7,16,10,3,8,5,7,22,31.8,15,13,0,13,8,24,16,1,Midfielder,Forward,Ligue 1
George Earthy,ENG,West Ham,18,2004,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,,Forward,Premier League
Simon Ebonog,CMR,Le Havre,18,2004,0.2,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,1,0,,Midfielder,Ligue 1
Festy Ebosele,IRL,Udinese,20,2002,18.9,33,20,23,9,1,21,35,60.0,14,33,2,31,10,43,27,0,,Defender,Serie A
Enzo Ebosse,CMR,Udinese,24,1999,0.1,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0,,Defender,Serie A
Tyronne Ebuehi,NGA,Empoli,27,1995,12.2,14,9,9,5,0,7,11,63.6,4,9,4,5,6,20,27,1,,Defender,Serie A
Ederson,BRA,Manchester City,29,1993,30.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,1,,Goalkeeper,Premier League
Éderson,BRA,Atalanta,24,1999,31.9,83,49,38,38,7,44,63,69.8,19,48,8,40,41,124,33,1,,Midfielder,Serie A
Odsonne Édouard,FRA,Crystal Palace,25,1998,17.3,24,12,8,8,8,4,19,21.1,15,17,1,16,6,30,19,0,Midfielder,Forward,Premier League
John Egan,IRL,Sheffield Utd,30,1992,5.4,6,4,4,2,0,4,11,36.4,7,10,4,6,13,19,39,1,,Defender,Premier League
Maximilian Eggestein,GER,Freiburg,26,1996,32.4,49,24,25,19,5,15,36,41.7,21,53,19,34,28,77,40,1,,Midfielder,Bundesliga
Lilian Egloff,GER,Stuttgart,20,2002,1.2,4,1,3,1,0,2,4,50.0,2,3,1,2,1,5,0,0,Defender,Midfielder,Bundesliga
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Kingsley Ehizibue,NED,Udinese,28,1995,10.6,22,14,16,4,2,11,18,61.1,7,21,3,18,8,30,36,0,,Defender,Serie A
Hjalmar Ekdal,SWE,Burnley,24,1998,4.9,4,2,2,2,0,2,4,50.0,2,10,5,5,6,10,21,0,,Defender,Premier League
Hugo Ekitike,FRA,Paris S-G,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,Ligue 1
Hugo Ekitike,FRA,Eint Frankfurt,21,2002,8.0,11,7,3,6,2,4,6,66.7,2,10,0,10,2,13,4,0,,Forward,Bundesliga
Emmanuel Ekong,SWE,Empoli,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,Serie A
Caleb Ekuban,GHA,Genoa,29,1994,12.6,8,4,2,4,2,5,9,55.6,4,11,3,8,1,9,7,0,,Forward,Serie A
Anthony Elanga,SWE,Nott'ham Forest,21,2002,27.0,33,19,20,6,7,17,36,47.2,19,22,2,20,8,41,20,1,Midfielder,Forward,Premier League
Simon Elisor,FRA,Metz,24,1999,8.5,9,2,3,2,4,2,6,33.3,4,6,1,5,0,9,9,0,,Forward,Ligue 1
Harvey Elliott,ENG,Liverpool,20,2003,15.0,27,17,8,14,5,10,31,32.3,21,27,0,27,6,33,7,0,Forward,Midfielder,Premier League
Elif Elmas,MKD,Napoli,23,1999,3.8,4,3,1,3,0,2,2,100.0,0,2,0,2,2,6,8,0,Midfielder,Forward,Serie A
Elif Elmas,MKD,RB Leipzig,23,1999,3.0,8,6,1,6,1,6,8,75.0,2,5,0,5,1,9,2,0,Forward,Midfielder,Bundesliga
Mohamed Elneny,EGY,Arsenal,31,1992,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,,Midfielder,Premier League
Aritz Elustondo,ESP,Real Sociedad,29,1994,9.0,11,7,5,4,2,6,14,42.9,8,12,10,2,7,18,26,0,,Defender,La Liga
Nico Elvedi,SUI,Gladbach,26,1996,27.6,33,18,22,10,1,18,24,75.0,6,40,25,15,43,76,150,2,,Defender,Bundesliga
Adri Embarba,ESP,Almería,31,1992,27.5,55,37,29,15,11,26,53,49.1,27,37,1,36,15,70,12,0,Midfielder,Forward,La Liga
Breel Embolo,SUI,Monaco,26,1997,2.0,3,3,0,2,1,1,4,25.0,3,1,0,1,1,4,2,0,,Forward,Ligue 1
Emanuel Emegha,NED,Strasbourg,20,2003,23.1,8,5,2,4,2,4,9,44.4,5,13,3,10,2,10,25,0,,Forward,Ligue 1
Emerson,BRA,Tottenham,24,1999,12.9,36,24,23,10,3,21,43,48.8,22,23,10,13,20,56,50,1,,Defender,Premier League
Youssef En-Nesyri,MAR,Sevilla,26,1997,28.6,10,7,3,4,3,0,10,0.0,10,9,1,8,7,17,29,1,,Forward,La Liga
Julio Enciso,PAR,Brighton,19,2004,5.3,6,2,3,2,1,2,7,28.6,5,11,0,11,0,6,3,0,Forward,Midfielder,Premier League
Wataru Endo,JPN,Liverpool,30,1993,19.1,48,28,11,31,6,20,61,32.8,41,24,2,22,20,68,31,3,,Midfielder,Premier League
Arne Engels,BEL,Augsburg,19,2003,15.6,33,18,15,14,4,12,29,41.4,17,23,1,22,15,48,21,0,Defender,Midfielder,Bundesliga
Christian Eriksen,DEN,Manchester Utd,31,1992,12.7,18,13,5,10,3,12,33,36.4,21,17,6,11,4,22,13,0,,Midfielder,Premier League
Martin Erlic,CRO,Sassuolo,25,1998,29.1,37,22,26,8,3,20,30,66.7,10,31,16,15,28,65,128,1,,Defender,Serie A
Gonzalo Escalante,ARG,Cádiz,30,1993,18.9,39,24,16,14,9,20,55,36.4,35,23,5,18,26,65,33,2,,Midfielder,La Liga
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Aarón Escandell,ESP,Las Palmas,27,1995,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,Goalkeeper,La Liga
Alfonso Espino,URU,Rayo Vallecano,31,1992,27.9,67,45,43,22,2,30,82,36.6,52,26,4,22,40,107,63,0,,Defender,La Liga
Bernardo Espinosa,COL,Girona,34,1989,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,,Defender,La Liga
Maxime Estève,FRA,Burnley,21,2002,14.5,27,10,15,12,0,18,32,56.3,14,21,10,11,27,54,56,0,,Defender,Premier League
Maxime Estève,FRA,Montpellier,21,2002,11.1,16,12,11,5,0,10,15,66.7,5,13,9,4,18,34,50,0,,Defender,Ligue 1
Oscar Estupiñan,COL,Metz,26,1996,2.9,5,4,0,3,2,1,2,50.0,1,2,0,2,0,5,0,0,,Forward,Ligue 1
Pervis Estupiñán,ECU,Brighton,25,1998,13.8,26,13,12,11,3,14,30,46.7,16,14,4,10,21,47,20,0,,Defender,Premier League
Karl Etta,CMR,Cádiz,19,2004,0.2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,Forward,La Liga
Jonny Evans,NIR,Manchester Utd,35,1988,15.5,22,14,20,2,0,12,21,57.1,9,25,18,7,23,45,76,0,,Defender,Premier League
Eberechi Eze,ENG,Crystal Palace,25,1998,22.8,35,17,4,18,13,15,31,48.4,16,27,2,25,11,46,6,0,Forward,Midfielder,Premier League
Abdessamad Ezzalzouli,MAR,Barcelona,21,2001,0.8,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,Midfielder,Forward,La Liga
Abdessamad Ezzalzouli,MAR,Betis,21,2001,9.6,17,14,7,5,5,4,14,28.6,10,10,0,10,5,22,5,0,,Forward,La Liga
Giovanni Fabbian,ITA,Bologna,20,2003,11.7,17,10,9,7,1,7,12,58.3,5,5,2,3,7,24,11,0,Forward,Midfielder,Serie A
Łukasz Fabiański,POL,West Ham,38,1985,8.0,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,4,0,,Goalkeeper,Premier League
Nicolò Fagioli,ITA,Juventus,22,2001,4.9,5,3,1,3,1,3,7,42.9,4,3,0,3,4,9,1,0,,Midfielder,Serie A
Romain Faivre,FRA,Bournemouth,25,1998,0.5,1,1,0,1,0,0,3,0.0,3,0,0,0,0,1,0,0,Forward,Midfielder,Premier League
Romain Faivre,FRA,Lorient,25,1998,16.1,13,6,5,4,4,6,15,40.0,9,6,1,5,7,20,3,1,Forward,Midfielder,Ligue 1
Ilhan Fakili,FRA,Clermont Foot,17,2006,1.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,Forward,Midfielder,Ligue 1
Radamel Falcao,COL,Rayo Vallecano,37,1986,4.5,7,5,1,5,1,1,3,33.3,2,2,0,2,3,10,4,0,Defender,Forward,La Liga
Wladimiro Falcone,ITA,Lecce,28,1995,38.0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,21,2,,Goalkeeper,Serie A
Fali,ESP,Cádiz,29,1993,28.3,41,26,29,11,1,21,36,58.3,15,38,24,14,27,68,120,0,,Defender,La Liga
Davide Faraoni,ITA,Hellas Verona,31,1991,6.7,13,10,5,6,2,7,10,70.0,3,9,5,4,6,19,21,0,,Defender,Serie A
Davide Faraoni,ITA,Fiorentina,31,1991,4.4,9,4,5,2,2,5,11,45.5,6,3,1,2,5,14,14,0,,Defender,Serie A
Ansu Fati,ESP,Brighton,20,2002,5.8,5,3,1,2,2,1,11,9.1,10,8,0,8,3,8,3,0,Forward,Midfielder,Premier League
Ansu Fati,ESP,Barcelona,20,2002,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Forward,Midfielder,La Liga
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Khalil Fayad,FRA,Montpellier,19,2004,11.4,28,15,17,7,4,9,22,40.9,13,15,3,12,14,42,6,0,Midfielder,Forward,Ligue 1
Federico Fazio,ARG,Salernitana,36,1987,15.1,18,11,14,4,0,8,14,57.1,6,22,19,3,17,35,99,1,,Defender,Serie A
Jacopo Fazzini,ITA,Empoli,20,2003,13.7,49,25,27,13,9,30,53,56.6,23,21,3,18,12,61,18,0,,Midfielder,Serie A
Nabil Fekir,FRA,Betis,30,1993,11.7,15,10,5,7,3,5,10,50.0,5,9,0,9,7,22,3,0,Forward,Midfielder,La Liga
Felipe,BRA,Nott'ham Forest,34,1989,4.2,12,9,9,3,0,9,12,75.0,3,4,1,3,4,16,12,0,,Defender,Premier League
Luiz Felipe,ITA,Betis,26,1997,4.0,7,3,5,2,0,4,5,80.0,1,10,4,6,4,11,16,0,,Defender,La Liga
João Félix,POR,Barcelona,23,1999,17.1,22,16,9,7,6,8,22,36.4,14,14,1,13,10,32,11,0,,Forward,La Liga
Ohis Felix Uduokhai,GER,Augsburg,25,1997,32.5,37,21,18,14,5,16,25,64.0,9,45,35,10,46,83,178,2,,Defender,Bundesliga
Kiko Femenía,ESP,Villarreal,32,1991,17.6,35,25,19,13,3,19,34,55.9,15,21,6,15,31,66,45,0,,Defender,La Liga
Evan Ferguson,IRL,Brighton,18,2004,15.2,14,6,4,7,3,5,14,35.7,9,10,3,7,2,16,8,0,,Forward,Premier League
Lewis Ferguson,SCO,Bologna,23,1999,30.1,37,21,16,17,4,16,37,43.2,21,25,8,17,17,54,27,1,,Midfielder,Serie A
Bruno Fernandes,POR,Manchester Utd,28,1994,34.6,68,38,27,25,16,30,88,34.1,58,49,6,43,27,95,50,2,Forward,Midfielder,Premier League
Edimilson Fernandes,SUI,Mainz 05,27,1996,14.3,25,16,15,9,1,16,24,66.7,8,14,6,8,22,47,52,0,,Defender,Bundesliga
Aitor Fernández,ESP,Osasuna,32,1991,6.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1,,Goalkeeper,La Liga
Álex Fernández,ESP,Cádiz,30,1992,14.3,19,9,10,9,0,11,22,50.0,11,17,5,12,15,34,30,0,,Midfielder,La Liga
Carlos Fernández,ESP,Real Sociedad,27,1996,4.5,11,7,3,6,2,0,2,0.0,2,4,0,4,0,11,5,0,,Forward,La Liga
Enzo Fernández,ARG,Chelsea,22,2001,24.5,50,22,22,18,10,27,65,41.5,38,36,13,23,17,67,28,0,,Midfielder,Premier League
Raúl Fernández,ESP,Granada,35,1988,3.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,2,,Goalkeeper,La Liga
Valery Fernández,ESP,Girona,23,1999,5.6,11,9,4,7,0,6,8,75.0,2,6,1,5,1,12,4,0,Forward,Midfielder,La Liga
Fernando,ESP,Almería,33,1990,4.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,,Goalkeeper,La Liga
Fernando,BRA,Sevilla,36,1987,5.1,9,8,2,4,3,5,9,55.6,4,2,0,2,7,16,9,0,,Midfielder,La Liga
Ichem Ferrah,FRA,Lille,17,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,Ligue 1
Andrea Ferraris,ITA,Monza,20,2003,0.1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,Midfielder,Serie A
André Ferreira,POR,Granada,27,1996,14.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,2,,Goalkeeper,La Liga
João Ferreira,POR,Udinese,22,2001,20.2,58,42,36,18,4,34,58,58.6,24,27,6,21,29,87,89,0,,Defender,Serie A
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Jordan Ferri,FRA,Montpellier,31,1992,22.6,36,22,16,17,3,20,67,29.9,47,19,1,18,13,49,23,0,,Midfielder,Ligue 1
Nacho Ferri,ESP,Eint Frankfurt,18,2004,0.8,3,3,1,2,0,2,3,66.7,1,0,0,0,0,3,2,0,Midfielder,Forward,Bundesliga
Rachad Fettal,MAR,Almería,18,2005,0.2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,Forward,La Liga
Seydou Fini,ITA,Genoa,17,2006,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,Defender,Serie A
Max Finkgräfe,GER,Köln,19,2004,19.5,65,39,40,25,0,39,74,52.7,35,35,10,25,22,87,39,0,Forward,Defender,Bundesliga
Vincenzo Fiorillo,ITA,Salernitana,33,1990,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,Goalkeeper,Serie A
Kilian Fischer,GER,Wolfsburg,22,2000,3.2,8,6,4,3,1,2,5,40.0,3,8,1,7,1,9,12,0,Midfielder,Defender,Bundesliga
John Fleck,SCO,Sheffield Utd,31,1991,1.0,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,Defender,Midfielder,Premier League
Mark Flekken,NED,Brentford,30,1993,36.5,1,1,1,0,0,1,5,20.0,4,1,0,1,0,1,17,1,,Goalkeeper,Premier League
Alessandro Florenzi,ITA,Milan,32,1991,19.2,43,21,26,12,5,26,48,54.2,22,16,9,7,20,63,25,1,,Defender,Serie A
Phil Foden,ENG,Manchester City,23,2000,31.7,31,20,11,10,10,13,31,41.9,18,30,0,30,13,44,18,1,Midfielder,Forward,Premier League
Wes Foderingham,ENG,Sheffield Utd,32,1991,29.4,5,3,5,0,0,5,6,83.3,1,0,0,0,0,5,18,6,,Goalkeeper,Premier League
Malick Fofana,BEL,Lyon,18,2005,6.2,5,4,3,1,1,4,9,44.4,5,3,0,3,5,10,9,0,,Forward,Ligue 1
Youssouf Fofana,FRA,Monaco,24,1999,30.0,61,39,19,36,6,30,66,45.5,36,35,7,28,37,98,31,1,,Midfielder,Ligue 1
Jonas Föhrenbach,GER,Heidenheim,27,1996,31.0,44,24,24,14,6,19,36,52.8,17,34,19,15,31,75,70,0,,Defender,Bundesliga
Thomas Foket,BEL,Reims,28,1994,20.4,32,17,21,8,3,20,45,44.4,25,34,12,22,25,57,36,0,,Defender,Ligue 1
Michael Folorunsho,ITA,Hellas Verona,25,1998,30.9,50,28,21,22,7,23,57,40.4,34,45,12,33,17,67,44,2,Forward,Midfielder,Serie A
Tiago Fonseca Morais,POR,Lille,19,2003,0.5,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,,Forward,Ligue 1
Pablo Fornals,ESP,West Ham,27,1996,4.7,10,6,4,3,3,5,16,31.3,11,8,1,7,6,16,7,0,Forward,Midfielder,Premier League
Pablo Fornals,ESP,Betis,27,1996,12.8,24,16,8,11,5,12,22,54.5,10,14,0,14,22,46,10,2,Midfielder,Forward,La Liga
Emil Forsberg,SWE,RB Leipzig,31,1991,5.2,7,3,2,5,0,5,12,41.7,7,7,0,7,0,7,5,0,Forward,Midfielder,Bundesliga
Omari Forson,ENG,Manchester Utd,19,2004,0.8,2,0,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0,,Forward,Premier League
Philipp Förster,GER,Bochum,28,1995,4.3,9,5,3,4,2,2,6,33.3,4,3,0,3,7,16,3,0,Forward,Midfielder,Bundesliga
Héctor Fort,ESP,Barcelona,16,2006,3.5,6,5,5,1,0,4,10,40.0,6,0,0,0,2,8,4,0,,Defender,La Liga
Lyle Foster,RSA,Burnley,22,2000,21.1,19,10,5,6,8,6,17,35.3,11,13,3,10,3,22,34,0,Midfielder,Forward,Premier League
