Player,Nation,Squad,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Position_2,Position,League
Nikita Contini Baranovsky,ITA,Napoli,27,1996,0.2,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Serie A
Lewis Cook,ENG,Bournemouth,26,1997,31.0,0,12,4,33.3,0.39,0.13,0.00,0.00,24.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4,,Midfielder,Premier League
Copete,ESP,Mallorca,23,1999,14.8,1,7,1,14.3,0.47,0.07,0.14,1.00,13.4,0,0,0,0.5,0.5,0.08,+0.5,+0.5,,Defender,La Liga
Diego Coppola,ITA,Hellas Verona,19,2003,18.2,2,13,3,23.1,0.72,0.17,0.15,0.67,8.3,0,0,0,1.2,1.2,0.09,+0.8,+0.8,,Defender,Serie A
Francis Coquelin,FRA,Villarreal,32,1991,10.1,0,3,0,0.0,0.30,0.00,0.00,0,16.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,,Midfielder,La Liga
Tommaso Corazza,ITA,Bologna,19,2004,2.2,0,1,0,0.0,0.46,0.00,0.00,0,12.8,0,0,0,0.1,0.1,0.10,-0.1,-0.1,,Defender,Serie A
Theo Corbeanu,CAN,Granada,21,2002,2.0,1,5,2,40.0,2.47,0.99,0.20,0.50,23.6,1,0,0,0.3,0.3,0.06,+0.7,+0.7,Forward,Midfielder,La Liga
Jeppe Corfitzen,DEN,Lecce,18,2004,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Forward,Serie A
Jack Cork,ENG,Burnley,34,1989,0.3,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Premier League
Maxwel Cornet,CIV,West Ham,26,1996,1.2,1,4,1,25.0,3.21,0.80,0.25,1.00,12.5,0,0,0,0.4,0.4,0.10,+0.6,+0.6,Forward,Midfielder,Premier League
Giacomo Corona,ITA,Empoli,19,2004,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Forward,Serie A
Jesús Corona,MEX,Sevilla,30,1993,0.2,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Defender,Midfielder,La Liga
Ángel Correa,ARG,Atlético Madrid,28,1995,17.0,9,42,19,45.2,2.47,1.12,0.19,0.42,17.0,1,1,1,7.9,7.1,0.17,+1.1,+0.9,Midfielder,Forward,La Liga
Joaquín Correa,ARG,Marseille,28,1994,4.8,0,4,2,50.0,0.84,0.42,0.00,0.00,19.3,1,0,0,0.6,0.6,0.16,-0.6,-0.6,Midfielder,Forward,Ligue 1
Thierry Correia,POR,Valencia,24,1999,23.9,0,5,2,40.0,0.21,0.08,0.00,0.00,20.9,0,0,0,0.6,0.6,0.12,-0.6,-0.6,,Defender,La Liga
Oscar Cortés,COL,Lens,19,2003,0.5,1,1,1,100.0,2.05,2.05,1.00,1.00,7.7,0,0,0,0.5,0.5,0.46,+0.5,+0.5,Midfielder,Forward,Ligue 1
Danny da Costa,GER,Mainz 05,30,1993,9.2,0,6,1,16.7,0.65,0.11,0.00,0.00,19.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,,Defender,Bundesliga
David Pereira da Costa,POR,Lens,22,2001,16.6,4,30,14,46.7,1.81,0.84,0.13,0.29,17.8,2,0,0,3.0,3.0,0.10,+1.0,+1.0,,Midfielder,Ligue 1
Jaume Costa,ESP,Mallorca,35,1988,18.7,0,6,2,33.3,0.32,0.11,0.00,0.00,16.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,,Defender,La Liga
João Costa,BRA,Roma,18,2005,0.2,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Forward,Midfielder,Serie A
Logan Costa,CPV,Toulouse,22,2001,29.4,1,14,4,28.6,0.48,0.14,0.07,0.25,14.2,0,0,0,1.4,1.4,0.10,-0.4,-0.4,,Defender,Ligue 1
Samu Costa,POR,Mallorca,22,2000,25.6,1,22,3,13.6,0.86,0.12,0.05,0.33,20.9,1,0,0,1.1,1.1,0.05,-0.1,-0.1,,Midfielder,La Liga
Benoît Costil,FRA,Salernitana,36,1987,13.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Serie A
Grégoire Coudert,FRA,Brest,24,1999,2.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Ligue 1
Vladimír Coufal,CZE,West Ham,30,1992,34.8,0,8,2,25.0,0.23,0.06,0.00,0.00,22.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,,Defender,Premier League
Lassana Coulibaly,MLI,Salernitana,27,1996,23.1,0,13,3,23.1,0.56,0.13,0.00,0.00,20.5,0,0,0,0.6,0.6,0.05,-0.6,-0.6,,Midfielder,Serie A
Mamadou Coulibaly,SEN,Salernitana,24,1999,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,Serie A
Mamadou Coulibaly,FRA,Monaco,19,2004,1.3,0,2,0,0.0,1.53,0.00,0.00,0,20.4,0,0,0,0.2,0.2,0.09,-0.2,-0.2,,Midfielder,Ligue 1
Tanguy Coulibaly,FRA,Montpellier,22,2001,6.9,1,17,7,41.2,2.46,1.01,0.06,0.14,14.1,0,0,0,2.6,2.6,0.15,-1.6,-1.6,Midfielder,Forward,Ligue 1
Thibaut Courtois,BEL,Real Madrid,31,1992,3.7,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,La Liga
Philippe Coutinho,BRA,Aston Villa,31,1992,0.3,0,3,1,33.3,10.80,3.60,0.00,0.00,24.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Forward,Midfielder,Premier League
Yan Couto,BRA,Girona,21,2002,24.9,1,29,11,37.9,1.16,0.44,0.03,0.09,21.3,0,0,0,1.5,1.5,0.05,-0.5,-0.5,Forward,Defender,La Liga
Nicolas Cozza,FRA,Nantes,24,1999,9.9,0,5,0,0.0,0.50,0.00,0.00,0,12.2,0,0,0,0.7,0.7,0.14,-0.7,-0.7,,Defender,Ligue 1
Nicolas Cozza,FRA,Wolfsburg,24,1999,3.1,0,1,0,0.0,0.33,0.00,0.00,0,30.8,0,0,0,0.0,0.0,0.02,0.0,0.0,,Defender,Bundesliga
Alessio Cragno,ITA,Sassuolo,29,1994,3.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Serie A
Crespo,POR,Rayo Vallecano,26,1996,5.9,0,3,0,0.0,0.51,0.00,0.00,0,17.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,,Midfielder,La Liga
Aaron Cresswell,ENG,West Ham,33,1989,4.8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Forward,Defender,Premier League
Bryan Cristante,ITA,Roma,28,1995,36.5,3,54,8,14.8,1.48,0.22,0.06,0.38,17.2,0,0,0,4.0,4.0,0.07,-1.0,-1.0,Defender,Midfielder,Serie A
Cristian,ESP,Valencia,25,1998,0.6,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,La Liga
Juan Cruz Armada,ESP,Osasuna,31,1992,18.5,0,3,0,0.0,0.16,0.00,0.00,0,28.7,0,0,0,0.0,0.0,0.01,0.0,0.0,,Defender,La Liga
Juan Cruz,ARG,Hellas Verona,24,1999,1.2,0,1,0,0.0,0.83,0.00,0.00,0,26.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Midfielder,Forward,Serie A
Juan Cruz,ESP,Betis,23,2000,0.8,0,2,0,0.0,2.37,0.00,0.00,0,21.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,,Forward,La Liga
Juan Cuadrado,COL,Inter,35,1988,3.0,0,5,0,0.0,1.69,0.00,0.00,0,19.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,,Defender,Serie A
Pau Cubarsí,ESP,Barcelona,16,2007,17.3,0,3,0,0.0,0.17,0.00,0.00,0,18.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,,Defender,La Liga
Marc Cucurella,ESP,Chelsea,25,1998,19.8,0,8,4,50.0,0.40,0.20,0.00,0.00,14.4,0,0,0,1.1,1.1,0.14,-1.1,-1.1,,Defender,Premier League
Iván Cuéllar,ESP,Mallorca,39,1984,1.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,La Liga
Jorge Cuenca,ESP,Villarreal,23,1999,21.8,3,20,7,35.0,0.92,0.32,0.15,0.43,11.7,0,0,0,1.2,1.2,0.06,+1.8,+1.8,,Defender,La Liga
Josh Cullen,IRL,Burnley,27,1996,22.9,2,16,5,31.3,0.70,0.22,0.13,0.40,22.8,0,0,0,0.6,0.6,0.04,+1.4,+1.4,,Midfielder,Premier League
Matheus Cunha,BRA,Wolves,24,1999,27.1,12,72,36,50.0,2.66,1.33,0.15,0.31,18.0,0,1,1,9.5,8.7,0.12,+2.5,+2.3,Midfielder,Forward,Premier League
Marvin Cuni,ALB,Frosinone,22,2001,5.9,1,10,2,20.0,1.69,0.34,0.10,0.50,14.3,1,0,0,1.3,1.3,0.13,-0.3,-0.3,,Forward,Serie A
Eric Curbelo,ESP,Las Palmas,29,1994,1.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Midfielder,Defender,La Liga
Sam Curtis,IRL,Sheffield Utd,17,2005,0.3,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,Premier League
Tomáš Čvančara,CZE,Gladbach,22,2000,10.0,4,34,11,32.4,3.42,1.10,0.09,0.27,14.2,1,1,2,5.9,4.3,0.13,-1.9,-1.3,,Forward,Bundesliga
Danilo D'Ambrosio,ITA,Monza,34,1988,17.1,0,14,4,28.6,0.82,0.23,0.00,0.00,15.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7,,Defender,Serie A
Alberto Dadie,ESP,Real Sociedad,21,2002,0.3,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,La Liga
Trévis Dago,CIV,Lille,18,2005,0.3,0,1,0,0.0,3.91,0.00,0.00,0,9.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Midfielder,Forward,Ligue 1
Finn Dahmen,GER,Augsburg,25,1998,31.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Bundesliga
Mahmoud Dahoud,GER,Brighton,27,1996,5.0,0,6,1,16.7,1.19,0.20,0.00,0.00,26.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,,Midfielder,Premier League
Mahmoud Dahoud,GER,Stuttgart,27,1996,2.5,1,3,1,33.3,1.19,0.40,0.33,1.00,19.8,0,0,0,0.6,0.6,0.19,+0.4,+0.4,,Midfielder,Bundesliga
Ameen Al-Dakhil,BEL,Burnley,21,2002,11.7,1,8,3,37.5,0.68,0.26,0.13,0.33,16.0,0,0,0,1.3,1.3,0.16,-0.3,-0.3,,Defender,Premier League
Thijs Dallinga,NED,Toulouse,22,2000,27.9,14,81,32,39.5,2.90,1.15,0.16,0.41,13.3,1,1,3,14.1,11.8,0.15,-0.1,+1.2,,Forward,Ligue 1
Diogo Dalot,POR,Manchester Utd,24,1999,35.3,2,30,7,23.3,0.85,0.20,0.07,0.29,21.0,0,0,0,1.7,1.7,0.06,+0.3,+0.3,,Defender,Premier League
Mikkel Damsgaard,DEN,Brentford,23,2000,9.4,0,9,4,44.4,0.96,0.43,0.00,0.00,18.0,1,0,0,0.9,0.9,0.10,-0.9,-0.9,,Midfielder,Premier League
Flavius Daniliuc,AUT,Salernitana,22,2001,8.3,0,2,0,0.0,0.24,0.00,0.00,0,15.4,0,0,0,0.2,0.2,0.12,-0.2,-0.2,,Defender,Serie A
Danilo,BRA,Nott'ham Forest,22,2001,19.9,2,23,7,30.4,1.16,0.35,0.09,0.29,21.0,0,0,0,1.8,1.8,0.08,+0.2,+0.2,,Midfielder,Premier League
Danilo,BRA,Juventus,32,1991,27.2,1,17,2,11.8,0.62,0.07,0.06,0.50,19.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,,Defender,Serie A
Arnaut Danjuma,NED,Everton,26,1997,6.6,1,25,9,36.0,3.78,1.36,0.04,0.11,16.0,1,0,0,2.6,2.6,0.10,-1.6,-1.6,Forward,Midfielder,Premier League
Jayden Danns,ENG,Liverpool,17,2006,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Forward,Premier League
Kevin Danso,AUT,Lens,24,1998,29.5,1,21,5,23.8,0.71,0.17,0.05,0.20,14.2,0,0,0,1.8,1.8,0.09,-0.8,-0.8,,Defender,Ligue 1
Dante,BRA,Nice,39,1983,31.6,1,15,5,33.3,0.47,0.16,0.07,0.20,13.9,0,0,0,0.9,0.9,0.06,+0.1,+0.1,,Defender,Ligue 1
Raimane Daou,COM,Marseille,18,2004,0.3,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Midfielder,Defender,Ligue 1
Mohammed Daramy,DEN,Reims,21,2002,18.3,4,30,10,33.3,1.64,0.55,0.10,0.30,14.8,0,1,1,4.6,3.8,0.13,-0.6,-0.8,Midfielder,Forward,Ligue 1
Sergi Darder,ESP,Mallorca,29,1993,24.0,2,32,12,37.5,1.34,0.50,0.06,0.17,22.4,1,0,0,2.2,2.2,0.07,-0.2,-0.2,,Midfielder,La Liga
Achraf Dari,MAR,Brest,24,1999,1.3,0,1,1,100.0,0.74,0.74,0.00,0.00,14.4,0,0,0,0.0,0.0,0.05,0.0,0.0,Forward,Defender,Ligue 1
Matteo Darmian,ITA,Inter,33,1989,26.7,2,10,5,50.0,0.37,0.19,0.20,0.40,15.7,0,0,0,1.2,1.2,0.12,+0.8,+0.8,,Defender,Serie A
Lukas Daschner,GER,Bochum,24,1998,6.0,1,13,5,38.5,2.18,0.84,0.08,0.20,16.7,0,0,0,2.3,2.3,0.18,-1.3,-1.3,Forward,Midfielder,Bundesliga
Josh Dasilva,ENG,Brentford,24,1998,0.3,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Forward,Defender,Premier League
David Datro Fofana,CIV,Burnley,20,2002,9.8,4,19,10,52.6,1.95,1.02,0.21,0.40,14.0,0,0,0,4.5,4.5,0.24,-0.5,-0.5,,Forward,Premier League
David Datro Fofana,CIV,Union Berlin,20,2002,7.6,1,26,12,46.2,3.43,1.58,0.04,0.08,15.6,4,0,0,2.8,2.8,0.11,-1.8,-1.8,Midfielder,Forward,Bundesliga
Juan David Cabal,COL,Hellas Verona,22,2001,16.6,0,12,3,25.0,0.72,0.18,0.00,0.00,17.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5,,Defender,Serie A
Jonathan David,CAN,Lille,23,2000,29.2,19,76,43,56.6,2.60,1.47,0.22,0.40,14.1,0,2,3,17.5,15.0,0.20,+1.5,+2.0,,Forward,Ligue 1
Alphonso Davies,CAN,Bayern Munich,22,2000,22.9,2,13,4,30.8,0.57,0.17,0.15,0.50,22.2,0,0,0,1.0,1.0,0.08,+1.0,+1.0,,Defender,Bundesliga
Ben Davies,WAL,Tottenham,30,1993,12.1,1,12,2,16.7,0.99,0.17,0.08,0.50,11.8,0,0,0,2.3,2.3,0.19,-1.3,-1.3,,Defender,Premier League
Tom Davies,ENG,Sheffield Utd,25,1998,2.5,0,4,1,25.0,1.63,0.41,0.00,0.00,15.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,,Midfielder,Premier League
Keinan Davis,ENG,Udinese,25,1998,2.1,1,6,3,50.0,2.90,1.45,0.17,0.33,14.9,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Midfielder,Forward,Serie A
Paweł Dawidowicz,POL,Hellas Verona,28,1995,23.8,0,9,1,11.1,0.38,0.04,0.00,0.00,11.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5,,Defender,Serie A
Craig Dawson,ENG,Wolves,33,1990,24.5,1,16,5,31.3,0.65,0.20,0.06,0.20,11.2,0,0,0,1.5,1.5,0.09,-0.5,-0.5,,Defender,Premier League
Kevin De Bruyne,BEL,Manchester City,32,1991,13.6,4,44,17,38.6,3.24,1.25,0.09,0.24,21.4,6,0,0,2.4,2.4,0.05,+1.6,+1.6,,Midfielder,Premier League
Charles De Ketelaere,BEL,Atalanta,22,2001,22.5,10,44,24,54.5,1.95,1.07,0.20,0.38,14.2,0,1,1,7.1,6.3,0.14,+2.9,+2.7,Midfielder,Forward,Serie A
Rodrigo De Paul,ARG,Atlético Madrid,29,1994,23.1,3,30,12,40.0,1.30,0.52,0.10,0.25,19.8,1,0,0,1.8,1.8,0.06,+1.2,+1.2,,Midfielder,La Liga
Mattia De Sciglio,ITA,Juventus,30,1992,0.5,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,Serie A
Lorenzo De Silvestri,ITA,Bologna,35,1988,7.5,2,4,2,50.0,0.53,0.27,0.50,1.00,17.8,0,0,0,0.2,0.2,0.05,+1.8,+1.8,,Defender,Serie A
Thibault De Smet,BEL,Reims,25,1998,20.3,0,4,0,0.0,0.20,0.00,0.00,0,15.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,,Defender,Ligue 1
Koni De Winter,BEL,Genoa,21,2002,26.4,0,11,1,9.1,0.42,0.04,0.00,0.00,9.9,0,0,0,0.8,0.8,0.07,-0.8,-0.8,,Defender,Serie A
Grégoire Defrel,MTQ,Sassuolo,32,1991,8.4,1,12,3,25.0,1.43,0.36,0.08,0.33,21.5,0,0,0,1.0,1.0,0.08,0.0,0.0,Midfielder,Forward,Serie A
Alessandro Deiola,ITA,Cagliari,27,1995,17.9,1,25,6,24.0,1.40,0.34,0.04,0.17,17.2,2,0,0,2.5,2.5,0.10,-1.5,-1.5,,Midfielder,Serie A
Romain Del Castillo,FRA,Brest,27,1996,27.7,8,37,14,37.8,1.33,0.50,0.14,0.36,20.3,3,3,3,5.2,2.9,0.08,+2.8,+2.1,,Forward,Ligue 1
Thomas Delaine,FRA,Strasbourg,31,1992,22.7,1,12,2,16.7,0.53,0.09,0.08,0.50,15.1,0,0,0,1.7,1.7,0.14,-0.7,-0.7,Midfielder,Defender,Ligue 1
Sacha Delaye,FRA,Montpellier,21,2002,1.4,0,5,2,40.0,3.46,1.38,0.00,0.00,21.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Forward,Midfielder,Ligue 1
Hannes Delcroix,BEL,Burnley,24,1999,6.5,0,4,2,50.0,0.61,0.31,0.00,0.00,11.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4,,Defender,Premier League
Alessandro Dellavalle,ITA,Torino,19,2004,0.2,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,Serie A
Olivier Deman,BEL,Werder Bremen,23,2000,15.2,2,17,7,41.2,1.12,0.46,0.12,0.29,14.2,0,0,0,1.1,1.1,0.06,+0.9,+0.9,,Defender,Bundesliga
Karamoko Dembele,SCO,Brest,20,2003,0.2,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Forward,Midfielder,Ligue 1
Ousmane Dembélé,FRA,Paris S-G,26,1997,16.7,3,43,14,32.6,2.57,0.84,0.07,0.21,17.1,0,0,0,4.4,4.4,0.10,-1.4,-1.4,Forward,Midfielder,Ligue 1
Jessy Deminguet,FRA,Strasbourg,25,1998,7.7,0,3,1,33.3,0.39,0.13,0.00,0.00,9.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Forward,Midfielder,Ligue 1
Ermedin Demirović,BIH,Augsburg,25,1998,31.9,15,77,32,41.6,2.41,1.00,0.16,0.38,14.0,0,3,4,13.5,10.3,0.13,+1.5,+1.7,Midfielder,Forward,Bundesliga
Diego Demme,GER,Napoli,31,1991,0.8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Serie A
Sepp van den Berg,NED,Mainz 05,21,2001,31.5,3,25,11,44.0,0.79,0.35,0.12,0.27,9.1,0,0,0,2.7,2.7,0.11,+0.3,+0.3,,Defender,Bundesliga
Leander Dendoncker,BEL,Aston Villa,28,1995,1.3,1,2,1,50.0,1.51,0.76,0.50,1.00,12.5,0,0,0,0.7,0.7,0.37,+0.3,+0.3,,Midfielder,Premier League
Leander Dendoncker,BEL,Napoli,28,1995,0.3,0,1,0,0.0,3.75,0.00,0.00,0,28.2,0,0,0,0.0,0.0,0.03,0.0,0.0,,Midfielder,Serie A
Rémy Descamps,FRA,Nantes,27,1996,6.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Ligue 1
Mikkel Desler,DEN,Toulouse,28,1995,17.2,0,16,0,0.0,0.93,0.00,0.00,0,18.3,0,0,0,1.1,1.0,0.06,-1.1,-1.0,,Defender,Ligue 1
Arthur Desmas,FRA,Le Havre,29,1994,33.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Ligue 1
Mattia Destro,ITA,Empoli,32,1991,4.1,0,11,4,36.4,2.70,0.98,0.00,0.00,15.0,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Midfielder,Forward,Serie A
Samuele Di Benedetto,GER,Stuttgart,18,2005,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Bundesliga
Federico Di Francesco,ITA,Lecce,29,1994,0.2,1,2,1,50.0,12.00,6.00,0.50,1.00,31.9,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Midfielder,Forward,Serie A
Raffaele Di Gennaro,ITA,Inter,29,1993,0.3,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Serie A
Michele Di Gregorio,ITA,Monza,26,1997,31.9,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Serie A
Giovanni Di Lorenzo,ITA,Napoli,29,1993,35.9,1,37,6,16.2,1.03,0.17,0.03,0.17,13.4,0,0,0,3.1,3.1,0.08,-2.1,-2.1,,Defender,Serie A
Alessandro Di Pardo,ITA,Cagliari,24,1999,4.0,0,3,0,0.0,0.75,0.00,0.00,0,24.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Midfielder,Defender,Serie A
Boulaye Dia,SEN,Salernitana,26,1996,12.7,4,28,9,32.1,2.20,0.71,0.11,0.33,16.0,0,1,1,3.9,3.1,0.11,+0.1,-0.1,Midfielder,Forward,Serie A
Moussa Diaby,FRA,Aston Villa,24,1999,24.2,6,54,22,40.7,2.24,0.91,0.11,0.27,15.9,0,0,0,7.0,7.0,0.13,-1.0,-1.0,Midfielder,Forward,Premier League
Lamine Diack,SEN,Nantes,22,2000,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Ligue 1
Mouctar Diakhaby,GUI,Valencia,26,1996,11.9,1,7,3,42.9,0.59,0.25,0.14,0.33,13.9,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Midfielder,Defender,La Liga
Mamadou Diakhon,FRA,Reims,17,2005,2.3,0,1,1,100.0,0.43,0.43,0.00,0.00,20.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Midfielder,Forward,Ligue 1
Bafodé Diakité,FRA,Lille,22,2001,18.8,5,16,7,43.8,0.85,0.37,0.31,0.71,8.7,0,0,0,2.0,2.0,0.13,+3.0,+3.0,,Defender,Ligue 1
Ibrahim Diakité,GUI,Reims,19,2003,1.2,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,Ligue 1
Moussa Diakité,MLI,Cádiz,19,2003,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,La Liga
Oumar Diakité,CIV,Reims,19,2003,17.6,5,35,11,31.4,1.99,0.62,0.14,0.45,14.8,0,0,1,7.0,6.2,0.18,-2.0,-1.2,,Forward,Ligue 1
Amad Diallo,CIV,Manchester Utd,21,2002,4.3,1,10,4,40.0,2.31,0.92,0.10,0.25,19.3,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Midfielder,Forward,Premier League
Amadou Diallo,ENG,Newcastle Utd,20,2003,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Premier League
Assane Diao,ESP,Betis,17,2005,11.6,2,21,3,14.3,1.80,0.26,0.10,0.67,13.7,0,0,0,2.5,2.5,0.12,-0.5,-0.5,,Forward,La Liga
Habib Diarra,SEN,Strasbourg,19,2004,25.6,3,38,14,36.8,1.48,0.55,0.05,0.14,21.2,1,1,1,3.4,2.7,0.07,-0.4,-0.7,Forward,Midfielder,Ligue 1
Moussa Diarra,MLI,Toulouse,22,2000,15.5,1,5,2,40.0,0.32,0.13,0.20,0.50,14.0,0,0,0,0.5,0.5,0.09,+0.5,+0.5,,Defender,Ligue 1
Rúben Dias,POR,Manchester City,26,1997,28.4,0,20,8,40.0,0.70,0.28,0.00,0.00,15.2,0,0,0,1.4,1.4,0.07,-1.4,-1.4,,Defender,Premier League
Krépin Diatta,SEN,Monaco,24,1999,13.4,0,9,0,0.0,0.67,0.00,0.00,0,23.5,1,0,0,0.5,0.5,0.06,-0.5,-0.5,Forward,Defender,Ligue 1
Mory Diaw,SEN,Clermont Foot,30,1993,30.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Ligue 1
Mahamadou Diawara,FRA,Lyon,18,2005,4.0,0,6,0,0.0,1.51,0.00,0.00,0,15.3,0,0,0,0.7,0.7,0.12,-0.7,-0.7,,Midfielder,Ligue 1
Brahim Díaz,MAR,Real Madrid,23,1999,17.2,8,38,17,44.7,2.21,0.99,0.21,0.47,16.0,0,0,0,5.7,5.7,0.15,+2.3,+2.3,Midfielder,Forward,La Liga
Luis Díaz,COL,Liverpool,26,1997,29.2,8,94,32,34.0,3.22,1.10,0.09,0.25,15.0,0,0,0,11.9,11.9,0.13,-3.9,-3.9,,Forward,Premier League
Víctor Díaz,ESP,Granada,35,1988,1.8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Midfielder,Defender,La Liga
Famara Diedhiou,SEN,Granada,30,1992,1.0,0,5,3,60.0,5.06,3.03,0.00,0.00,18.1,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Midfielder,Forward,La Liga
Justin Diehl,GER,Köln,18,2004,1.9,0,7,2,28.6,3.75,1.07,0.00,0.00,23.1,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Midfielder,Forward,Bundesliga
Bamba Dieng,SEN,Lorient,23,2000,6.1,4,17,7,41.2,2.79,1.15,0.24,0.57,16.1,2,0,0,3.2,3.2,0.19,+0.8,+0.8,,Forward,Ligue 1
Eric Dier,ENG,Tottenham,29,1994,2.2,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,Premier League
