Player,Nation,Squad,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Position_2,Position,League
Samuel Gigot,FRA,Marseille,29,1993,19.2,1189,192,560,543,90,37,1189,5,3,60.0,2,40.0,776,4259,2453,10,17,2,9,2,710,8,,Defender,Ligue 1
Bryan Gil,ESP,Tottenham,22,2001,2.3,191,3,25,66,101,18,191,11,8,72.7,3,27.3,137,746,340,11,6,5,9,7,155,49,Midfielder,Forward,Premier League
David Gil,ESP,Cádiz,29,1994,4.1,166,133,164,2,0,0,166,0,0,0,0,0,71,454,282,0,0,0,0,0,40,0,,Goalkeeper,La Liga
Mario Gila,ESP,Lazio,22,2000,20.1,1486,149,602,797,103,10,1486,15,9,60.0,4,26.7,875,4688,2725,21,26,0,11,6,1035,12,,Defender,Serie A
Alfie Gilchrist,ENG,Chelsea,19,2003,2.3,177,14,72,57,49,5,177,1,1,100.0,0,0.0,78,263,130,1,1,0,2,2,96,4,,Defender,Premier League
Billy Gilmour,SCO,Brighton,22,2001,23.6,2277,67,447,1425,417,12,2277,23,8,34.8,13,56.5,1410,6287,3120,39,53,0,28,9,1871,33,,Midfielder,Premier League
Benedikt Gimber,GER,Heidenheim,26,1997,22.5,1095,146,712,353,42,26,1095,11,8,72.7,1,9.1,568,3261,1456,3,1,0,13,4,588,6,,Defender,Bundesliga
Gvidas Gineitis,LTU,Torino,19,2004,6.0,344,14,63,193,91,5,344,7,3,42.9,4,57.1,177,1007,393,9,5,0,4,1,187,12,,Midfielder,Serie A
Matthias Ginter,GER,Freiburg,29,1994,21.3,1458,148,563,826,77,17,1458,5,2,40.0,3,60.0,886,5290,3308,23,15,0,8,2,965,20,,Defender,Bundesliga
Olivier Giroud,FRA,Milan,36,1986,26.3,732,30,69,346,319,129,727,11,3,27.3,6,54.5,323,946,340,9,7,4,59,14,506,95,,Forward,Serie A
Klaus Gjasula,ALB,Darmstadt 98,33,1989,15.1,921,81,379,465,78,12,921,5,3,60.0,2,40.0,462,2524,1196,8,8,0,7,6,560,7,Midfielder,Defender,Bundesliga
Serge Gnabry,GER,Bayern Munich,28,1995,4.8,272,2,33,108,135,34,272,12,6,50.0,6,50.0,152,1082,577,23,9,12,11,3,210,49,Midfielder,Forward,Bundesliga
Ben Godfrey,ENG,Everton,25,1998,12.4,655,67,221,265,172,19,655,14,5,35.7,9,64.3,233,1158,571,11,12,0,10,6,283,26,,Defender,Premier League
Edoardo Goldaniga,ITA,Cagliari,29,1993,11.2,648,70,314,293,44,5,648,0,0,0,0,0,318,1757,1217,9,6,0,7,0,386,3,,Defender,Serie A
Pierluigi Gollini,ITA,Napoli,28,1995,7.0,279,235,277,1,1,1,279,0,0,0,0,0,153,818,485,0,0,0,0,0,140,0,,Goalkeeper,Serie A
Aleksandr Golovin,RUS,Monaco,27,1996,23.9,1473,22,161,637,688,49,1473,44,24,54.5,17,38.6,1070,5969,2489,50,47,18,42,23,1001,157,Forward,Midfielder,Ligue 1
André Gomes,POR,Everton,30,1993,5.6,352,10,57,179,121,11,352,12,3,25.0,8,66.7,183,868,333,8,7,3,8,6,232,29,Forward,Midfielder,Premier League
Angel Gomes,ENG,Lille,22,2000,28.6,1940,45,299,1231,424,38,1940,35,22,62.9,12,34.3,1644,8464,3733,49,56,7,26,15,1589,71,,Midfielder,Ligue 1
João Gomes,BRA,Wolves,22,2001,29.4,1626,66,433,859,352,35,1626,55,26,47.3,23,41.8,804,3929,1772,28,22,6,42,44,1010,44,,Midfielder,Premier League
Toti Gomes,POR,Wolves,24,1999,30.8,2109,188,1020,927,169,22,2109,31,23,74.2,5,16.1,1113,4427,2325,22,16,2,17,6,1394,11,,Defender,Premier League
Joe Gomez,ENG,Liverpool,26,1997,19.8,1564,85,371,832,375,28,1564,32,15,46.9,12,37.5,891,4686,2313,44,34,3,25,11,979,105,,Defender,Premier League
Maxi Gómez,URU,Cádiz,26,1996,12.9,361,5,28,159,176,47,361,11,4,36.4,5,45.5,203,877,269,13,10,2,33,20,293,54,,Forward,La Liga
Moi Gómez,ESP,Osasuna,29,1994,22.3,1346,22,157,792,411,29,1346,29,17,58.6,11,37.9,767,4018,1680,36,25,3,21,13,975,69,Forward,Midfielder,La Liga
Papu Gómez,ARG,Monza,35,1988,0.5,21,0,1,5,15,1,21,0,0,0,0,0,13,121,77,2,2,1,0,0,11,1,Forward,Midfielder,Serie A
Sergio Gómez,ESP,Manchester City,22,2000,0.6,59,0,10,19,30,3,59,2,2,100.0,0,0.0,38,231,112,4,0,1,0,0,48,4,Midfielder,Forward,Premier League
Unai Gómez,ESP,Athletic Club,20,2003,9.7,366,8,38,176,160,26,366,29,12,41.4,14,48.3,221,1400,649,20,17,2,14,22,244,48,,Midfielder,La Liga
Iron Gomis,FRA,Salernitana,23,1999,1.5,92,3,15,40,37,5,92,3,0,0.0,3,100.0,58,294,87,3,1,0,3,5,67,15,,Midfielder,Serie A
Maxime Gonalons,FRA,Clermont Foot,34,1989,14.4,921,32,196,652,84,10,921,17,8,47.1,7,41.2,659,3461,1158,8,14,2,18,13,610,10,,Midfielder,Ligue 1
Édgar González,ESP,Almería,26,1997,28.0,1671,258,905,706,67,25,1671,11,7,63.6,3,27.3,829,3736,1951,6,7,0,14,5,1034,6,Midfielder,Defender,La Liga
Enso Gonzalez,PAR,Wolves,18,2005,0.0,7,0,0,4,3,0,7,0,0,0,0,0,4,35,3,0,1,0,1,0,7,2,Defender,Midfielder,Premier League
Fabio González,ESP,Las Palmas,26,1997,1.4,133,1,26,88,19,0,133,1,1,100.0,0,0.0,89,282,91,0,2,0,0,2,108,2,,Midfielder,La Liga
Giovanni González,URU,Mallorca,28,1994,27.4,1504,85,497,701,317,23,1504,30,15,50.0,12,40.0,648,2771,1444,28,18,2,16,15,753,95,,Defender,La Liga
Hugo González,ESP,Valencia,20,2003,1.0,51,0,5,23,24,1,51,2,0,0.0,1,50.0,27,146,85,2,2,0,5,2,35,7,Forward,Midfielder,La Liga
Iñaki González,ESP,Las Palmas,19,2004,0.1,7,1,3,3,1,0,7,0,0,0,0,0,2,7,4,0,0,0,0,0,4,0,,Midfielder,La Liga
Joan Gonzàlez,ESP,Lecce,21,2002,14.3,607,17,127,334,158,19,607,31,19,61.3,9,29.0,335,1832,886,25,22,4,26,11,378,41,,Midfielder,Serie A
Nicolás González,ARG,Fiorentina,25,1998,21.3,1097,15,92,470,554,133,1094,89,34,38.2,47,52.8,684,3854,1664,53,51,20,42,29,821,190,,Forward,Serie A
Peter González,DOM,Valencia,21,2002,7.2,272,7,41,94,141,29,272,29,13,44.8,14,48.3,138,866,403,19,8,9,25,7,158,48,Forward,Midfielder,La Liga
Urko González,ESP,Real Sociedad,22,2001,1.7,109,8,30,65,14,1,109,2,1,50.0,1,50.0,51,257,149,1,0,0,2,3,75,1,,Midfielder,La Liga
Anthony Gordon,ENG,Newcastle Utd,22,2001,32.1,1424,15,158,555,733,147,1423,133,54,40.6,56,42.1,955,7622,3668,138,73,59,70,40,1026,232,,Forward,Premier League
Kaide Gordon,ENG,Liverpool,18,2004,0.0,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Forward,Premier League
Daniel Gore,ENG,Manchester Utd,18,2004,0.0,2,0,0,1,1,0,2,0,0,0,0,0,2,6,2,0,0,0,0,0,1,0,,Midfielder,Premier League
Leon Goretzka,GER,Bayern Munich,28,1995,24.9,2016,78,453,1148,435,61,2016,24,13,54.2,8,33.3,1141,6277,3520,66,56,1,14,14,1511,71,,Midfielder,Bundesliga
Mathieu Gorgelin,FRA,Le Havre,32,1990,1.0,21,15,21,0,0,0,21,0,0,0,0,0,16,66,38,0,0,0,0,0,13,0,,Goalkeeper,Ligue 1
Andoni Gorosabel,ESP,Alavés,26,1996,31.7,1624,89,489,683,466,40,1624,49,25,51.0,17,34.7,653,3230,1890,58,37,8,35,29,793,121,,Defender,La Liga
Robin Gosens,GER,Union Berlin,29,1994,25.4,1496,89,379,677,444,58,1496,14,5,35.7,7,50.0,518,1978,1021,21,20,1,29,8,824,113,Midfielder,Defender,Bundesliga
Mario Götze,GER,Eint Frankfurt,31,1992,23.0,1537,27,297,812,449,42,1537,39,18,46.2,19,48.7,938,3559,1465,22,34,2,34,26,1119,118,,Midfielder,Bundesliga
Amine Gouiri,ALG,Rennes,23,2000,23.0,1048,18,109,435,523,132,1048,86,46,53.5,40,46.5,822,4947,2120,59,50,28,41,40,807,185,Midfielder,Forward,Ligue 1
Jeffrey Gouweleeuw,NED,Augsburg,32,1991,28.8,1767,196,814,836,138,35,1767,23,15,65.2,8,34.8,1046,6646,4109,33,24,2,11,7,1101,17,,Defender,Bundesliga
Pablo Gozalbez,ESP,Valencia,22,2001,1.1,42,1,9,12,21,3,42,3,0,0.0,3,100.0,25,72,22,0,1,1,0,0,29,5,Forward,Midfielder,La Liga
Jonathan Gradit,FRA,Lens,30,1992,23.5,1582,105,482,965,145,6,1582,8,4,50.0,2,25.0,1182,6390,3507,21,50,0,11,7,1078,6,,Defender,Ligue 1
Jens Grahl,GER,Eint Frankfurt,34,1988,2.0,100,89,100,0,0,0,100,0,0,0,0,0,59,309,146,0,0,0,0,0,49,0,,Goalkeeper,Bundesliga
Samuel Grandsir,FRA,Le Havre,26,1996,6.7,374,2,39,141,197,24,373,24,7,29.2,16,66.7,285,1909,743,22,23,8,12,10,274,68,Forward,Midfielder,Ligue 1
Alberto Grassi,ITA,Empoli,28,1995,20.1,1085,67,324,625,143,16,1085,10,5,50.0,4,40.0,525,2436,957,13,13,0,13,7,615,13,,Midfielder,Serie A
Ryan Gravenberch,NED,Liverpool,21,2002,12.5,696,17,84,347,272,42,696,50,23,46.0,22,44.0,432,2458,1369,39,28,10,46,13,472,71,,Midfielder,Premier League
Ryan Gravenberch,NED,Bayern Munich,21,2002,0.1,7,0,0,3,4,2,7,1,1,100.0,0,0.0,3,16,9,0,0,0,0,0,5,3,,Forward,Bundesliga
Adrian Grbić,AUT,Lorient,26,1996,0.3,16,0,1,9,6,1,16,0,0,0,0,0,5,22,10,0,0,0,1,0,8,4,,Forward,Ligue 1
Ivo Grbić,CRO,Sheffield Utd,27,1996,8.6,324,280,317,7,0,0,324,0,0,0,0,0,152,1049,772,0,0,0,0,0,92,0,,Goalkeeper,Premier League
Jack Grealish,ENG,Manchester City,27,1995,11.2,697,7,53,206,443,82,697,41,18,43.9,11,26.8,522,4025,2080,87,46,50,19,22,578,146,Midfielder,Forward,Premier League
Mason Greenwood,ENG,Getafe,21,2001,29.6,1355,6,76,621,690,124,1352,139,72,51.8,52,37.4,949,7176,3899,127,80,70,63,50,1090,239,Forward,Midfielder,La Liga
Michael Gregoritsch,AUT,Freiburg,29,1994,18.7,661,31,97,263,309,101,661,18,5,27.8,11,61.1,284,1198,458,12,18,4,36,13,449,89,,Forward,Bundesliga
Dominik Greif,SVK,Mallorca,26,1997,1.0,34,28,34,0,0,0,34,0,0,0,0,0,17,96,64,0,0,0,0,0,13,0,,Goalkeeper,La Liga
Antoine Griezmann,FRA,Atlético Madrid,32,1991,29.4,1654,35,215,769,681,113,1650,38,22,57.9,15,39.5,839,3612,1843,43,36,7,40,26,1194,196,Midfielder,Forward,La Liga
Vincenzo Grifo,ITA,Freiburg,30,1993,25.8,1574,43,226,789,572,64,1568,59,23,39.0,28,47.5,888,4546,2071,54,33,24,37,20,1023,148,Forward,Midfielder,Bundesliga
Florian Grillitsch,AUT,Hoffenheim,27,1995,25.5,2055,228,747,1137,184,8,2055,23,13,56.5,8,34.8,1186,6789,3813,32,17,3,12,12,1324,22,Midfielder,Defender,Bundesliga
Álex Grimaldo,ESP,Leverkusen,27,1995,30.9,2465,60,429,940,1112,106,2465,48,20,41.7,23,47.9,1346,6006,3113,77,56,15,50,18,1681,261,,Defender,Bundesliga
Christian Groß,GER,Werder Bremen,34,1989,8.9,614,42,248,315,58,9,614,3,2,66.7,1,33.3,335,2089,1245,17,6,2,10,4,374,5,Midfielder,Defender,Bundesliga
Pascal Groß,GER,Brighton,32,1991,34.6,3534,133,826,1681,1050,70,3533,30,16,53.3,13,43.3,2284,10055,5189,83,69,8,35,28,2736,180,Defender,Midfielder,Premier League
Brajan Gruda,GER,Mainz 05,19,2004,18.2,937,9,72,362,541,93,937,148,69,46.6,63,42.6,577,4888,2497,100,55,44,70,49,623,167,Forward,Midfielder,Bundesliga
Ilia Gruev,BUL,Werder Bremen,23,2000,0.0,3,0,0,3,0,0,3,0,0,0,0,0,2,1,0,0,0,0,2,0,2,0,,Midfielder,Bundesliga
Vicente Guaita,ESP,Celta Vigo,36,1987,26.7,874,776,873,1,0,0,874,0,0,0,0,0,445,2241,1346,0,0,0,2,0,331,0,,Goalkeeper,La Liga
Andrés Guardado,MEX,Betis,36,1986,5.0,346,5,64,222,64,2,346,7,6,85.7,1,14.3,175,971,432,5,7,0,9,3,216,6,,Midfielder,La Liga
Sergi Guardiola,ESP,Cádiz,32,1991,5.5,281,3,19,143,123,14,281,14,7,50.0,6,42.9,193,860,272,10,7,2,12,10,216,32,Midfielder,Forward,La Liga
Nemanja Gudelj,SRB,Sevilla,31,1991,19.4,1245,90,519,634,95,8,1245,6,4,66.7,2,33.3,662,3913,2413,23,21,0,9,4,810,5,Midfielder,Defender,La Liga
Gabriel Gudmundsson,SWE,Lille,24,1999,14.1,711,35,177,332,216,39,711,32,9,28.1,18,56.3,484,3180,1373,39,19,13,25,17,439,66,Forward,Defender,Ligue 1
Gonçalo Guedes,POR,Villarreal,26,1996,10.6,434,6,32,155,248,42,434,15,10,66.7,5,33.3,264,1721,925,38,18,10,33,12,331,88,Midfielder,Forward,La Liga
Axel Gueguin,FRA,Montpellier,18,2005,1.5,68,4,30,24,14,2,68,2,1,50.0,1,50.0,35,240,86,2,2,1,3,3,29,6,Forward,Defender,Ligue 1
Marc Guéhi,ENG,Crystal Palace,23,2000,22.5,1501,196,761,678,67,12,1501,13,7,53.8,4,30.8,898,4190,2201,15,9,1,9,2,1011,7,,Defender,Premier League
Mattéo Guendouzi,FRA,Lazio,24,1999,26.3,1323,39,246,754,337,44,1323,22,7,31.8,13,59.1,722,4140,1958,46,33,4,25,13,975,79,,Midfielder,Serie A
Mattéo Guendouzi,FRA,Marseille,24,1999,0.2,16,0,3,6,8,2,16,0,0,0,0,0,12,159,98,2,2,0,0,1,11,1,,Midfielder,Ligue 1
Javier Guerra,ESP,Valencia,20,2003,27.8,1292,65,291,720,308,22,1292,78,38,48.7,35,44.9,743,4753,2199,47,46,9,50,52,833,68,,Midfielder,La Liga
Raphaël Guerreiro,POR,Bayern Munich,29,1993,13.2,1118,21,230,485,408,43,1118,19,13,68.4,6,31.6,610,3190,1838,36,33,5,10,11,875,90,Midfielder,Defender,Bundesliga
Axel Guessand,FRA,Udinese,18,2004,0.5,33,1,10,22,1,1,33,0,0,0,0,0,21,108,63,1,0,0,3,0,25,1,,Defender,Serie A
Evann Guessand,CIV,Nice,22,2001,17.3,565,6,59,233,285,103,563,64,24,37.5,36,56.3,411,3021,1104,40,29,14,82,50,420,114,,Forward,Ligue 1
Ander Guevara,ESP,Alavés,26,1997,32.6,1735,75,409,1029,320,16,1735,32,19,59.4,10,31.3,840,4759,2604,53,43,3,29,24,1089,37,,Midfielder,La Liga
Pape Gueye,SEN,Marseille,24,1999,8.5,602,19,108,389,110,8,602,9,1,11.1,5,55.6,449,2298,1076,8,13,0,11,8,419,18,Defender,Midfielder,Ligue 1
Josuha Guilavogui,FRA,Mainz 05,32,1990,4.5,244,39,157,83,7,4,244,0,0,0,0,0,104,420,138,1,1,0,7,1,113,1,,Defender,Bundesliga
Morgan Guilavogui,GUI,Lens,25,1998,6.3,326,11,34,128,166,45,326,10,5,50.0,5,50.0,239,1386,384,16,8,7,23,17,235,75,Midfielder,Forward,Ligue 1
Frederic Guilbert,FRA,Strasbourg,28,1994,27.7,1843,143,652,831,379,17,1843,34,19,55.9,14,41.2,1151,6306,2506,32,35,3,26,13,1028,70,Midfielder,Defender,Ligue 1
Hugo Guillamón,ESP,Valencia,23,2000,14.6,789,34,183,496,114,5,789,2,2,100.0,0,0.0,382,1402,605,6,5,0,8,8,533,10,,Midfielder,La Liga
Bruno Guimarães,BRA,Newcastle Utd,25,1997,36.3,2734,90,573,1482,722,75,2734,132,72,54.5,41,31.1,1842,10297,4241,65,73,19,61,70,2107,73,,Midfielder,Premier League
Serhou Guirassy,GUI,Stuttgart,27,1996,24.5,1064,30,62,555,453,156,1060,41,16,39.0,21,51.2,626,2552,950,32,19,19,71,38,930,183,,Forward,Bundesliga
Marc Guiu,ESP,Barcelona,17,2006,0.8,20,0,0,10,10,4,20,0,0,0,0,0,13,47,13,1,1,1,3,2,16,8,Midfielder,Forward,La Liga
Péter Gulácsi,HUN,RB Leipzig,33,1990,13.0,497,349,481,16,0,0,497,0,0,0,0,0,283,1193,682,0,0,0,0,0,263,0,,Goalkeeper,Bundesliga
Manuel Gulde,GER,Freiburg,32,1991,22.7,1304,170,634,626,50,17,1304,4,2,50.0,2,50.0,616,2909,1606,10,13,0,13,2,818,3,,Defender,Bundesliga
Arda Güler,TUR,Real Madrid,18,2005,4.2,273,7,39,114,125,19,273,22,11,50.0,9,40.9,172,1034,609,16,6,6,7,5,205,25,Midfielder,Forward,La Liga
Gerard Gumbau,ESP,Granada,28,1994,29.7,1745,44,396,1016,351,13,1745,18,10,55.6,5,27.8,878,3456,1609,20,13,2,18,15,1100,29,,Midfielder,La Liga
Robert Gumny,POL,Augsburg,25,1998,5.3,260,19,68,121,74,8,260,13,5,38.5,4,30.8,108,554,213,9,9,1,14,1,115,17,,Defender,Bundesliga
İlkay Gündoğan,GER,Barcelona,32,1990,33.3,2733,42,376,1538,841,77,2731,61,34,55.7,19,31.1,1608,8881,4365,71,88,9,38,28,2109,116,,Midfielder,La Liga
Christian Günter,GER,Freiburg,30,1993,11.8,588,23,147,246,197,14,588,9,4,44.4,4,44.4,285,1216,579,15,20,5,11,7,367,63,,Defender,Bundesliga
Jon Guridi,ESP,Alavés,28,1995,29.8,1075,32,172,584,333,74,1075,38,14,36.8,21,55.3,536,2805,1392,30,25,3,36,28,700,92,,Midfielder,La Liga
Gorka Guruzeta,ESP,Athletic Club,26,1996,24.6,923,22,77,456,399,110,922,33,19,57.6,13,39.4,446,1830,688,18,13,4,62,29,623,102,,Forward,La Liga
Malo Gusto,FRA,Chelsea,20,2003,19.5,1641,71,470,698,499,49,1641,42,17,40.5,20,47.6,972,5376,2791,78,41,16,32,12,1103,135,,Defender,Premier League
Miguel Gutiérrez,ESP,Girona,22,2001,33.7,2182,116,630,933,640,61,2182,63,25,39.7,30,47.6,1278,6954,3076,74,69,15,57,32,1427,184,,Defender,La Liga
Albert Guðmundsson,ISL,Genoa,26,1997,33.5,1526,18,168,708,678,71,1521,96,42,43.8,41,42.7,900,6120,2951,82,71,17,89,51,1031,168,Midfielder,Forward,Serie A
Joško Gvardiol,CRO,Manchester City,21,2002,25.9,2179,67,452,1124,622,60,2179,45,26,57.8,14,31.1,1285,6099,3249,63,49,15,23,14,1529,115,,Defender,Premier League
Emmanuel Gyasi,GHA,Empoli,29,1994,20.9,739,49,187,351,212,34,739,21,3,14.3,15,71.4,398,1793,639,15,14,4,25,21,432,60,Forward,Defender,Serie A
Norbert Gyömbér,SVK,Salernitana,31,1992,19.6,961,137,491,442,34,8,961,9,5,55.6,3,33.3,427,2249,799,4,3,0,16,2,460,2,,Defender,Serie A
Erling Haaland,NOR,Manchester City,23,2000,28.4,636,15,36,206,398,183,628,30,12,40.0,16,53.3,357,1628,728,35,13,22,41,19,489,126,,Forward,Premier League
Nicolas Haas,SUI,Empoli,27,1996,1.0,63,4,15,36,12,1,63,0,0,0,0,0,35,141,35,0,1,0,1,0,41,4,,Midfielder,Serie A
Janik Haberer,GER,Union Berlin,29,1994,13.6,705,26,162,372,176,17,705,19,8,42.1,10,52.6,275,1136,456,10,9,0,17,5,389,36,Defender,Midfielder,Bundesliga
Robin Hack,GER,Gladbach,24,1998,15.0,753,11,116,337,311,65,753,60,26,43.3,31,51.7,468,2855,1378,50,39,20,49,36,551,103,Midfielder,Forward,Bundesliga
Antwoine Hackford,ENG,Sheffield Utd,19,2004,0.1,4,0,0,2,2,0,4,1,0,0.0,1,100.0,3,11,2,0,1,0,1,0,3,0,,Forward,Premier League
Munir El Haddadi,MAR,Las Palmas,27,1995,27.2,1043,14,108,516,430,70,1042,61,21,34.4,35,57.4,671,3237,1220,26,30,8,55,48,792,167,,Forward,La Liga
Jaouen Hadjam,ALG,Nantes,20,2003,1.2,120,5,25,57,39,2,120,0,0,0,0,0,91,592,301,6,3,0,4,3,84,17,,Defender,Ligue 1
Ianis Hagi,ROU,Alavés,24,1998,8.9,405,2,32,162,222,25,404,27,14,51.9,8,29.6,224,1175,576,17,13,2,13,13,249,58,Forward,Midfielder,La Liga
Amadou Haidara,MLI,RB Leipzig,25,1998,17.0,1007,52,219,632,161,12,1007,11,9,81.8,2,18.2,466,2024,1007,8,10,2,12,9,620,11,,Midfielder,Bundesliga
Massadio Haïdara,MLI,Lens,30,1992,8.2,513,50,165,233,118,9,513,4,0,0.0,4,100.0,342,1864,832,8,14,2,6,5,312,25,,Defender,Ligue 1
Oualid El Hajjam,MAR,Le Havre,32,1991,4.4,289,9,96,133,64,10,289,5,4,80.0,1,20.0,191,1013,460,7,5,0,8,1,169,27,Midfielder,Defender,Ligue 1
Achraf Hakimi,MAR,Paris S-G,24,1998,21.5,2217,68,425,976,835,67,2217,57,27,47.4,30,52.6,1762,9215,4942,84,78,22,33,33,1679,230,,Defender,Ligue 1
Lewis Hall,ENG,Newcastle Utd,18,2004,8.7,668,35,255,285,137,12,668,18,9,50.0,7,38.9,343,1783,1035,19,16,5,9,13,400,27,,Defender,Premier League
Sébastien Haller,CIV,Dortmund,29,1994,4.4,161,9,18,78,68,24,161,5,4,80.0,1,20.0,77,353,175,11,4,2,10,4,116,34,,Forward,Bundesliga
Gustavo Hamer,NED,Sheffield Utd,26,1997,32.3,1402,63,285,648,485,44,1402,58,28,48.3,28,48.3,621,3307,1568,36,26,13,37,17,760,86,,Midfielder,Premier League
Andreas Hanche-Olsen,NOR,Mainz 05,26,1997,11.0,539,60,303,226,14,5,539,0,0,0,0,0,253,1219,485,1,1,0,4,2,282,0,,Defender,Bundesliga
Isak Hansen-Aarøen,NOR,Werder Bremen,18,2004,0.3,21,0,3,9,10,0,21,2,0,0.0,2,100.0,14,128,72,2,2,0,1,2,14,3,,Midfielder,Bundesliga
Ridgeciano Haps,SUR,Genoa,30,1993,8.6,285,14,76,99,111,18,285,9,3,33.3,6,66.7,159,740,303,13,6,6,13,8,170,42,,Defender,Serie A
Genki Haraguchi,JPN,Stuttgart,32,1991,0.3,21,2,5,14,2,1,21,0,0,0,0,0,7,47,30,1,0,0,0,0,16,0,,Midfielder,Bundesliga
Amine Harit,MAR,Marseille,26,1997,20.2,1184,13,113,573,515,64,1184,75,39,52.0,27,36.0,969,6200,2888,84,69,11,43,37,904,112,Forward,Midfielder,Ligue 1
Luke Harris,WAL,Fulham,18,2005,0.8,19,1,8,6,5,1,19,2,0,0.0,2,100.0,9,39,6,0,1,0,0,0,11,0,,Midfielder,Premier League
Jack Harrison,ENG,Everton,26,1996,24.6,935,36,167,338,445,59,935,75,29,38.7,39,52.0,539,3250,1546,65,31,14,68,41,580,135,Forward,Midfielder,Premier League
Abdou Harroui,NED,Frosinone,25,1998,11.3,564,11,79,276,220,32,563,44,19,43.2,21,47.7,308,2227,1221,43,31,8,28,7,378,56,Forward,Midfielder,Serie A
Makoto Hasebe,JPN,Eint Frankfurt,39,1984,2.4,209,11,73,125,12,0,209,0,0,0,0,0,141,726,432,0,1,0,1,1,159,3,Midfielder,Defender,Bundesliga
Daiki Hashioka,JPN,Luton Town,24,1999,6.6,355,51,165,137,55,2,355,2,1,50.0,1,50.0,184,799,303,3,3,0,8,6,206,16,,Defender,Premier League
Hans Hateboer,NED,Atalanta,29,1994,12.4,714,32,174,297,245,22,714,11,6,54.5,4,36.4,352,1548,764,19,19,3,8,4,468,71,,Defender,Serie A
Pantelis Hatzidiakos,GRE,Cagliari,26,1997,9.5,505,50,229,237,43,8,505,3,1,33.3,2,66.7,245,1072,581,3,7,1,6,3,289,7,,Defender,Serie A
Kai Havertz,GER,Arsenal,24,1999,29.3,1282,29,143,541,611,184,1281,42,16,38.1,19,45.2,686,3077,1532,55,36,23,54,35,918,191,Forward,Midfielder,Premier League
Thorgan Hazard,BEL,Dortmund,30,1993,0.1,9,0,1,6,2,0,9,0,0,0,0,0,4,9,3,0,0,0,0,0,5,1,,Defender,Bundesliga
Jan Paul van Hecke,NED,Brighton,23,2000,26.3,2668,324,1209,1311,157,20,2668,9,5,55.6,2,22.2,1918,10198,6274,25,41,2,16,3,2080,7,,Defender,Premier League
Hwang Hee-chan,KOR,Wolves,27,1996,23.5,777,13,100,345,344,103,776,69,36,52.2,30,43.5,478,2586,999,37,21,24,55,31,564,120,Midfielder,Forward,Premier League
Silvan Hefti,SUI,Genoa,25,1997,1.3,52,3,17,24,11,0,52,1,0,0.0,1,100.0,15,103,49,1,0,0,1,0,20,4,Defender,Midfielder,Serie A
Silvan Hefti,SUI,Montpellier,25,1997,7.9,391,21,128,162,107,10,391,10,7,70.0,2,20.0,238,1488,736,14,9,1,5,6,209,36,Forward,Defender,Ligue 1
Dominique Heintz,GER,Köln,29,1993,6.3,489,37,154,274,64,2,489,4,3,75.0,1,25.0,253,1278,699,10,12,1,6,3,307,16,,Defender,Bundesliga
Dean Henderson,ENG,Crystal Palace,26,1997,18.0,536,478,536,0,0,0,536,0,0,0,0,0,284,1668,734,0,0,0,1,0,233,0,,Goalkeeper,Premier League
Liam Henderson,SCO,Empoli,27,1996,0.1,5,0,0,4,1,0,5,0,0,0,0,0,3,24,1,0,0,0,0,0,3,0,,Midfielder,Serie A
Benjamin Henrichs,GER,RB Leipzig,26,1997,28.1,1959,61,508,850,620,68,1959,54,33,61.1,15,27.8,1113,5443,2958,53,51,7,32,20,1244,161,,Defender,Bundesliga
Henrique,BRA,Lyon,29,1994,6.7,452,12,100,217,140,12,452,7,2,28.6,4,57.1,327,1716,958,20,14,2,4,2,309,33,,Defender,Ligue 1
Luis Henrique,BRA,Marseille,21,2001,8.7,472,9,71,185,227,25,472,25,13,52.0,11,44.0,366,2503,1158,30,26,9,16,9,346,84,Defender,Forward,Ligue 1
Luiz Henrique,BRA,Betis,22,2001,6.8,319,4,33,135,156,34,319,47,26,55.3,13,27.7,205,1791,897,35,14,10,13,17,235,58,,Forward,La Liga
Matheus Henrique,BRA,Sassuolo,25,1997,27.8,1234,67,263,686,302,23,1234,39,20,51.3,14,35.9,753,5115,2575,43,34,5,40,20,852,44,,Midfielder,Serie A
Rico Henry,ENG,Brentford,26,1997,4.5,227,14,78,93,59,7,227,10,7,70.0,1,10.0,115,698,372,13,3,3,8,7,126,12,,Defender,Premier League
Thomas Henry,FRA,Hellas Verona,28,1994,3.7,115,5,11,53,54,17,114,5,1,20.0,4,80.0,63,258,43,2,2,1,13,2,93,20,,Forward,Serie A
Christophe Hérelle,MTQ,Metz,30,1992,18.0,776,105,377,388,20,4,776,9,5,55.6,3,33.3,504,2734,1397,1,3,0,9,1,436,1,,Defender,Ligue 1
